ID	Injection Name	Solvent	Injection Time [ms]	Duration [min]	Target Fractional Surface Coverage	Actual Fractional Surface Coverage	Column Temperature [Kelvin]	Column Pressure Drop [Torr]	Exit Flow Rate [sccm]	Peak Area [µV•min]	Peak Max (Signal) [µV]	Peak Max (Time) [min]	Peak Com [min]	Peak Com/Max	Ret Volume (Max) [ml/g]	Ret Volume (Com) [ml/g]	Net Ret Time (Max) [min]	Net Ret Volume (Max) [ml/g]	Net Ret Time (Com) [min]	Net Ret Volume (Com) [ml/g]	Partial Pressure [Torr]	Pres Ret Volume (Max) [mMol/(g•Torr)]	Pres Ret Volume (Com) [mMol/(g•Torr)]	Amount  [mMol/g]	Amount  [mMol]	Amount (Max) [mMol/g]	Amount (Com) [mMol/g]
1	colConditioning1	n/a	0	120	n/a	0	392.668501281738	20.1864957809448	9.99249982833862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	methaneInjection1	Methane	3000	3	n/a	0	322.660099411011	20.343864440918	10.0174999237061	9063.13226563288	117130.993624765	0.434883333333333	0.441772076151011	1.01584043877901	507.781441140346	515.824921971847	0	0	0	0	0	0	0	0	0	0	0
3	methaneInjection2	Methane	3000	3	n/a	0	323.16301574707	20.7301406860352	10	9109.80604137249	117244.011621317	0.4382	0.443156120361788	1.01131017882654	511.426966794959	517.211297246123	0	0	0	0	0	0	0	0	0	0	0
4	injection1	NONANE	647	60	0.005	0.00416489642871529	323.137310409546	19.8145246505737	9.9850001335144	165.358096139332	15.4021819514253	0.438183	12.8083852472578	29.2306758757364	510.905650310113	14934.1174672972	0.00206216666666675	2.40441231604424	12.3669296481808	14419.3960839266	0.000871187319313204	0.000119313030060291	0.715526961383741	0.000548236146828346	5.48236146828346E-06	1.03943998817361E-07	0.000623358015384224
5	injection2	NONANE	962	60	0.0075	0.00638285499910493	323.148775482178	19.9289751052856	9.9975004196167	253.515018087994	21.1314820828907	6.716083	11.4132643276235	1.69939298362207	7840.20553074981	13323.5902691112	6.27996216666667	7331.08779507335	10.9718087285464	12808.2448468667	0.00119329670615882	0.363774240858645	0.635555005770321	0.000840191800772518	8.40191800772518E-06	0.000117279041672026	0.000828076248599567
6	injection3	NONANE	1271	50	0.01	0.00908820215716115	323.153795623779	19.9432849884033	9.98250007629395	361.134250753768	32.1065179591574	6.239567	10.5338442551869	1.68823321477065	7273.04732508998	12278.6000668157	5.80344616666667	6764.69034129752	10.0923886561098	11764.024702209	0.00181493807963695	0.335663947001632	0.583730927055379	0.00119630368186034	1.19630368186034E-05	0.000325941638713211	0.00119094754383593
7	injection4	NONANE	2455	40	0.02	0.0181586622350044	323.151825332642	20.3867855072021	9.99000024795532	722.659008620932	73.5250394102121	4.83505	8.68179142722636	1.79559496328401	5638.45766914548	10124.3861914077	4.39892916666667	5129.86957649237	8.24033582814934	9609.57689094485	0.00414685475889009	0.254545689670321	0.476830130020203	0.00239027192768561	2.39027192768561E-05	0.000919520978087426	0.00230287567720049
8	injection5	NONANE	3564	40	0.03	0.0273508886032363	323.148775482178	20.6013803482056	9.98250007629395	1090.0827453049	132.69125538605	3.6188	7.46718181381474	2.06344142086182	4216.31095697759	8700.11067186109	3.18267916666667	3708.18090056399	7.02572621473772	8185.76501047953	0.00747848426673615	0.184002801463612	0.406183984665356	0.00360026858694176	3.60026858694176E-05	0.00153255014096994	0.00365613022612608
9	injection6	NONANE	4607	30	0.04	0.0356803142665231	323.153154754639	20.3867845535278	9.9850001335144	1423.86673238381	231.872849884558	2.535817	6.32480923614927	2.49418993411168	2955.70867803636	7372.09883292482	2.09969616666667	2447.37304823508	5.88335363707224	6857.54508351793	0.0130484756899616	0.12143889592532	0.340272074296592	0.0046966925458785	4.6966925458785E-05	0.00220896374971994	0.00555144276152124
10	injection7	NONANE	5594	30	0.05	0.0440363998026041	323.150221252441	20.000509262085	9.98749971389771	1759.46964615919	402.48798979175	1.846033	5.51349679404406	2.98667293273959	2152.77082682021	6429.62235885535	1.40991216666667	1644.18392346122	5.07204119496703	5914.8142622344	0.0226164689685715	0.0815853116704056	0.293496340750674	0.00579662581319439	5.79662581319439E-05	0.00298957146341568	0.00835961377712029
