n/nm	Solvent Name	Unit	En. (Stz Max)	En. (Stz Com)	En. (Pol Max)	En. (Pol Com)	Interpolated Retention Volume (Max)	Interpolated Retention Volume (Com)	Column Temperature [Kelvin]
0.08	NONANE	dG (kJ/Mol)					823.607671823748	3648.00533142429	323.149262650808
0.08	OCTANE	dG (kJ/Mol)					260.468469970028	966.941527268523	323.150849088033
0.08	HEPTANE	dG (kJ/Mol)					89.399000113383	247.393488975245	323.151790841421
0.08	HEXANE	dG (kJ/Mol)					38.3125621911409	66.0214963325415	323.152623558044
0.08	DICHLOROMETHANE	dG (kJ/Mol)	3.8416068242323	5.13775867517491	4.15595817654219	5.54915343953758	8.27172832245498	10.3921036245655	323.151472791036
0.08	ETHYL ACETATE	dG (kJ/Mol)	5.67906497115656	7.39345714826421	4.43980232250116	5.77825125485701	33.5259200526036	61.182374973639	323.152937104967
0.09	NONANE	dG (kJ/Mol)					591.478611808935	1829.32412067289	323.149262650808
0.09	OCTANE	dG (kJ/Mol)					229.119909083448	861.981399834806	323.150849088033
0.09	HEPTANE	dG (kJ/Mol)					81.4171406362923	226.43091590472	323.151790841421
0.09	HEXANE	dG (kJ/Mol)					36.1447773105824	63.4707067039162	323.152623558044
0.09	DICHLOROMETHANE	dG (kJ/Mol)	3.25524554797081	3.45288301048017	3.55072082477612	3.82767644682706	8.26316476810087	10.397805432445	323.151472791036
0.09	ETHYL ACETATE	dG (kJ/Mol)	5.09260640995606	5.95439542494795	3.96237008513245	4.59812555699746	31.5431800854904	58.3543849832753	323.152937104967
0.1	NONANE	dG (kJ/Mol)					262.006045660692	-939.900830516941	323.149262650808
0.1	OCTANE	dG (kJ/Mol)					209.527870011518	790.697390854569	323.150849088033
0.1	HEPTANE	dG (kJ/Mol)					76.5514813257476	208.858971203398	323.151790841421
0.1	HEXANE	dG (kJ/Mol)					33.0614005782818	60.3793680797301	323.152623558044
0.1	DICHLOROMETHANE	dG (kJ/Mol)	1.3834246811174	-17.576107904003	1.64029403143915	-17.5683602950574	8.25460121374677	10.4035072403245	323.151472791036
0.1	ETHYL ACETATE	dG (kJ/Mol)	3.58387275542349	-10.9539084734433	2.74370333300614	-9.34059538566357	30.882104900841	55.75156246	323.152937104967


