n/nm	Solvent Name	Unit	En. (Stz Max)	En. (Stz Com)	En. (Pol Max)	En. (Pol Com)	Interpolated Retention Volume (Max)	Interpolated Retention Volume (Com)	Column Temperature [Kelvin]																		
1	OCTANE	dG (kJ/Mol)					245.1965797	149.889878	303.1473547																		
																											
																											
