Scale: Della Volpe
Method: Schultz
Parameter: Peak Max
Regression: Polynomial
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	89.1390382828718	1.11647597713973	2.83455936387425	3.55793054206632	92.6969688249381
0.0075	84.4779250888521	1.02895115588188	2.66703917032722	3.31315742885269	87.7910825177048
0.01	80.865790384279	0.958575463975804	2.58720287760297	3.1496216908053	84.0154120750842
0.015	74.0406666108322	0.871751484980587	1.80103225111119	2.50603474788687	76.5467013587191
0.02	66.4495224730724	0.774830507929219	1.9598112581927	2.46456613028001	68.9140886033524
0.025	60.3747592065162	0.662029297653311	1.92417069398652	2.257305803922	62.6320650104382
0.03	55.9135173139079	0.637092432402022	1.78723732551312	2.13413717927488	58.0476544931828
0.035	52.3832807309213	0.592408731143748	1.66770242386287	1.98792502559423	54.3712057565155
0.04	49.1955587849797	0.566526412522197	1.55516760619123	1.87727837552799	51.0728371605077
0.045	47.9673053674804	0.563353480422006	1.59430960872955	1.89542593307999	49.8627313005604
0.05	44.6409048920638	0.495862353891991	1.39049557409862	1.66071600034315	46.3016208924069
0.055	41.5690201180386	0.456431797723413	1.19441484115101	1.47671109317169	43.0457312112103
0.06	40.8448363582867	0.412611522767154	1.19043503947993	1.40169499449087	42.2465313527776
0.065	41.2607231142941	0.438236431784364	1.31215586365673	1.51662059017258	42.7773437044666
0.07	39.9229860574048	0.414479582939366	1.2445837621874	1.43646031436242	41.3594463717673
0.075	39.9441273228549	0.400848875209021	1.75709626094699	1.6784874856067	41.6226148084616
0.08	37.9233303463801	0.366783033763228	0.798983380297418	1.08268840975026	39.0060187561304
0.085	38.3020291798936	0.3922035229118	1.61998297588894	1.59419325077079	39.8962224306644
0.09	40.0556966033945	0.409760347304603	1.77099234190342	1.70373992979227	41.7594365331868
0.095	40.5935162185347	0.412474432932923	1.7467626093502	1.69763943964572	42.2911556581804
0.1	39.4448684862783	0.354250933231184	1.49051055818846	1.45329247741698	40.8981609636953
0.12	40.3935366505658	0.372626305347222	1.81202725924823	1.64342206727562	42.0369587178414
0.14	43.8443693267588	0.434651272916102	2.41875154034768	2.05067153477089	45.8950408615297
0.16	47.3239799833817	0.478979775809233	2.60591351447851	2.23443941152421	49.5584193949059
0.18	52.3850679770038	0.548401855385138	2.94734113034601	2.54269726419382	54.9277652411976
0.2	53.8898446883894	0.537816157799205	3.08662424001077	2.57684798878978	56.4666926771792
