"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",3,353.567402173211,60,500,30,10,0
"injection10",3,11988.2722030691,10,10,30,10,0
"injection11",3,14086.1928096203,10,10,30,10,0
"injection12",3,16468.6320639377,10,1,30,10,0
"injection13",3,19228.9887683453,10,1,30,10,0
"injection14",3,22410.7517577395,5,1,30,10,0
"injection15",3,26008.1872148306,5,1,30,10,0
"injection16",3,29971.4948095393,5,1,30,10,0
"injection17",3,34215.4901842277,5,1,30,10,0
"injection2",3,699.870671124076,60,500,30,10,0
"injection3",3,1371.15690669184,50,500,30,10,0
"injection4",3,2632.08114888033,50,100,30,10,0
"injection5",3,3791.84385641617,40,100,30,10,0
"injection6",3,4860.73309187867,30,100,30,10,0
"injection7",3,5850.0200698068,30,10,30,10,0
"injection8",3,8055.03590060489,20,10,30,10,0
"injection9",3,10036.039598357,15,10,30,10,0
