"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",5,2262.59086993291,50,500,30,10,0
"injection10",5,47906.9771842229,20,1,30,10,0
"injection11",5,59980.8542794107,20,1,30,10,0
"injection12",5,27975.5904976412,20,1,30,10,0
"injection13",4,834.729757624619,40,500,30,10,0
"injection14",4,1237.68290959725,40,100,30,10,0
"injection15",4,1631.50571638453,30,100,30,10,0
"injection16",4,3122.64207775993,30,10,30,10,0
"injection17",4,4496.18573025343,30,10,30,10,0
"injection18",4,5774.57984794723,20,10,30,10,0
"injection19",4,6979.72644300583,20,1,30,10,0
"injection2",5,3303.1811957472,50,500,30,10,0
"injection20",4,8132.78593451123,20,1,30,10,0
"injection21",4,10362.4615991095,20,1,30,10,0
"injection22",4,12611.1829187153,20,1,30,10,0
"injection23",4,15003.8525367982,20,1,30,10,0
"injection24",4,19069.3639652723,20,1,30,10,0
"injection25",4,27520.2791670997,20,1,30,10,0
"injection26",4,49089.9436838584,20,1,30,10,0
"injection27",3,325.886442747287,20,500,30,10,0
"injection28",3,486.510808943705,20,100,30,10,0
"injection29",3,645.604064869845,10,100,30,10,0
"injection3",5,4290.32513304137,40,100,30,10,0
"injection30",3,1266.89897898098,10,10,30,10,0
"injection31",3,1864.66011887793,10,10,30,10,0
"injection32",3,2439.72864221902,10,10,30,10,0
"injection33",3,2993.00694137508,10,1,30,10,0
"injection34",3,3525.45340239053,10,1,30,10,0
"injection35",3,4531.93947367049,10,1,30,10,0
"injection36",3,5467.80064701248,8,1,30,10,0
"injection37",3,6342.24068641078,8,1,30,10,0
"injection38",3,7559.90052452145,8,1,30,10,0
"injection39",3,9421.82189484254,8,1,30,10,0
"injection4",5,7823.93693759118,40,100,30,10,0
"injection40",3,13063.3047626212,8,1,30,10,0
"injection41",2,139.939599859225,8,100,30,10,0
"injection42",2,209.303119670673,8,100,30,10,0
"injection43",2,278.26553710671,8,100,30,10,0
"injection44",2,550.15031433838,5,10,30,10,0
"injection45",2,815.80156837554,5,10,30,10,0
"injection46",2,1075.36564694993,5,10,30,10,0
"injection47",2,1328.98803046248,5,1,30,10,0
"injection48",2,1576.81307390513,5,1,30,10,0
"injection49",2,2055.64465717972,5,1,30,10,0
"injection5",5,10997.2627697159,35,10,30,10,0
"injection50",2,2512.99676415236,5,1,30,10,0
"injection51",2,2949.98891876582,5,1,30,10,0
"injection52",2,3569.70984612881,5,1,30,10,0
"injection53",2,4516.13937422719,5,1,30,10,0
"injection54",2,6142.4708425799,5,1,30,10,0
"injection55",1,53.8781027528069,5,100,30,10,0
"injection56",1,80.568345757594,5,100,30,10,0
"injection57",1,107.094355020267,5,10,30,10,0
"injection58",1,211.580376343599,5,10,30,10,0
"injection59",1,313.535183218943,5,10,30,10,0
"injection6",5,14209.8131071566,35,10,30,10,0
"injection60",1,413.034282965644,5,10,30,10,0
"injection61",1,510.151611047576,5,1,30,10,0
"injection62",1,604.959463700454,5,1,30,10,0
"injection63",1,787.9285768601979,3,1,30,10,0
"injection64",1,962.489920534583,3,1,30,10,0
"injection65",1,1129.1679540191,3,1,30,10,0
"injection66",1,1365.4949487155,3,1,30,10,0
"injection67",1,1726.74598878847,3,1,30,10,0
"injection68",1,2350.17593752662,3,1,30,10,0
"injection69",8,238.861809764619,3,10,30,10,0
"injection7",5,17820.9763421815,30,1,30,10,0
"injection70",8,314.812743011162,3,10,30,10,0
"injection71",8,389.027066505141,3,1,30,10,0
"injection72",8,461.558268130457,3,1,30,10,0
"injection73",8,601.769506861842,3,1,30,10,0
"injection74",8,735.8137619180731,3,1,30,10,0
"injection75",8,864.016609867327,3,1,30,10,0
"injection76",8,1045.99458019282,3,1,30,10,0
"injection77",8,1323.79120696368,3,1,30,10,0
"injection78",9,252.885773993843,3,10,30,10,0
"injection79",9,499.663979375005,3,10,30,10,0
"injection8",5,22123.1170695358,20,1,30,10,0
"injection80",9,740.464224204429,3,10,30,10,0
"injection81",9,975.4157981566429,3,10,30,10,0
"injection82",9,1204.64767909553,3,1,30,10,0
"injection83",9,1428.28828709414,3,1,30,10,0
"injection84",9,1859.30805527003,3,1,30,10,0
"injection85",9,2269.49446462112,3,1,30,10,0
"injection86",9,2659.85818939556,3,1,30,10,0
"injection87",9,3210.42469727477,3,1,30,10,0
"injection88",9,4042.95544992686,3,1,30,10,0
"injection9",5,33471.2050149427,20,1,30,10,0
