"instrumentSettingsID","pressure","target_temp_column_oven","actual_temp_column_oven","target_temp_reservoir_drawer1","actual_temp_reservoir_drawer1","target_temp_reservoir_drawer2","actual_temp_reservoir_drawer2","target_temp_fid","actual_temp_fid","actual_temp_gas_inlet","actual_temp_injection_manifold","actual_temp_fid_flame","actual_temp_ambient","target_flow_channel0","actual_flow_channel0","target_flow_channel1","actual_flow_channel1","target_flow_channel2","actual_flow_channel2","target_flow_channel3","actual_flow_channel3","target_flow_channel4","actual_flow_channel4","target_flow_channel5","actual_flow_channel5","target_flow_channel6","actual_flow_channel6"
1,165.7839,120,119.0353,32,32.02026,32,32.02914,180,180.0108,52.06386,55.20269,228.6363,29.20243,0,0,10,10.015,10,10.015,0,0,0,0,0,0,0,0
2,167.7582,120,120.0189,32,32.00638,32,32.00245,180,179.9346,53.17895,57.17409,228.0869,28.84685,0,0,10,9.975,10,9.995,0,0,0,0,0,0,0,0
3,125.8973,30,30.96495,32,31.97332,32,32.03437,180,179.8494,52.64468,55.39817,215.9361,31.20322,0,0,10,9.94,10,9.99,0,0,0,0,0,0,0,0
4,126.6127,30,27.97101,32,31.96515,32,31.99962,180,179.9409,52.07962,54.50364,215.431,31.00276,0,0,10,9.985,10,9.995,0,0,0,0,0,0,0,0
5,121.5195,30,28.9972,32,31.87595,32,31.91933,180,179.9084,49.08935,50.60702,215.0148,28.95727,0,0,10,9.97,10,9.99,0,0,0,0,0,0,0,0
6,124.5239,30,29.37569,32,31.8845,32,31.9249,180,179.9631,48.17274,49.452,215.0894,28.43661,0,0,10,9.99,10,9.975,0,0,0,0,0,0,0,0
7,121.0331,30,29.99172,32,31.97081,32,31.97772,180,180.5199,48.9178,48.39415,224.566,27.60625,2,1.955,10,10,10,10,0,0,0,0,0,0,0,0
8,126.813,30,29.99727,32,31.99728,32,31.99997,180,180.0418,51.47606,53.87133,228.7845,27.2456,2,1.99,10,9.99,10,9.995,0,0,0,0,0,0,0,0
9,123.9803,30,29.99713,32,31.99631,32,32.00013,180,180.0392,51.48396,53.86301,228.6558,27.23595,2,1.985,10,9.98,10,9.97,0,0,0,0,0,0,0,0
10,127.328,30,30.00108,32,31.99682,32,32.00349,180,179.9704,51.50615,54.10966,228.7831,27.13087,2,2.035,10,10.005,10,10,0,0,0,0,0,0,0,0
11,123.9516,30,29.99745,32,32.00104,32,31.99606,180,179.9797,51.51146,54.09018,228.7184,27.10916,2,1.98,10,9.945,10,9.925,0,0,0,0,0,0,0,0
12,127.4138,30,30.00176,32,32.00007,32,32.00775,180,179.9802,51.43663,54.02848,228.7675,27.1212,2,1.96,10,9.995,10,10.02,0,0,0,0,0,0,0,0
13,124.3522,30,29.99944,32,31.99983,32,32.00357,180,179.9816,51.42533,54.0188,228.7493,27.11453,2,1.995,10,10.01,10,10.005,0,0,0,0,0,0,0,0
14,127.4138,30,30.00261,32,31.99932,32,32.00082,180,179.993,51.43188,54.03705,228.8538,27.01116,2,2,10,10.03,10,10.025,0,0,0,0,0,0,0,0
15,124.5239,30,30.00097,32,32.001,32,31.99939,180,179.9928,51.42495,54.0273,228.8234,27.04099,2,2.025,10,10.02,10,10.03,0,0,0,0,0,0,0,0
16,127.0991,30,30.00372,32,31.99654,32,32.00183,180,179.9541,51.38849,54.00596,228.7216,27.00809,2,1.96,10,9.965,10,9.955,0,0,0,0,0,0,0,0
17,124.2092,30,30.00108,32,31.99584,32,32.00237,180,179.9595,51.38908,53.98677,228.8057,27.02414,2,1.975,10,9.985,10,9.995,0,0,0,0,0,0,0,0
18,127.1563,30,29.99987,32,31.99905,32,32.00016,180,180.0161,51.40585,53.98042,228.8114,26.94074,2,1.915,10,9.985,10,10.035,0,0,0,0,0,0,0,0
19,124.667,30,30.00201,32,31.99909,32,32.00113,180,180.0103,51.39417,53.96418,228.7959,27.01781,2,1.96,10,10,10,10.025,0,0,0,0,0,0,0,0
20,127.1563,30,30.00151,32,32.00183,32,32.00067,180,179.9998,51.35491,53.95127,228.8649,26.89955,2,1.975,10,9.975,10,9.965,0,0,0,0,0,0,0,0
21,124.8673,30,30.00097,32,31.99756,32,32.00078,180,180.0098,51.34217,53.93148,228.82,26.92116,2,2.015,10,9.995,10,9.99,0,0,0,0,0,0,0,0
22,126.9274,30,30.00233,32,32.0003,32,32.00059,180,179.9841,51.3606,53.94051,228.8184,26.95268,2,2.03,10,10.06,10,10.035,0,0,0,0,0,0,0,0
