"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",4,764.241767745766,60,500,50,10,0
"injection2",4,1134.26617226165,60,500,50,10,0
"injection3",4,1496.59051277536,50,100,50,10,0
"injection4",4,2874.34340278201,45,100,50,10,0
"injection5",4,4150.65797345342,40,10,50,10,0
"injection6",4,5342.72649882247,35,10,50,10,0
"injection7",4,6467.40093025807,30,10,50,10,0
"injection8",4,7541.06314302307,25,10,50,10,0
"injection9",4,8579.503985061419,25,10,50,10,0
"injection10",4,9597.803390345791,20,10,50,10,0
"injection11",4,10610.2239947122,20,1,50,10,0
"injection12",4,11630.1043615954,15,1,50,10,0
"injection13",3,298.011619307981,30,500,50,10,0
"injection14",3,445.079500251674,30,100,50,10,0
"injection15",3,590.866657817751,20,100,50,10,0
"injection16",3,1161.38426012598,15,100,50,10,0
"injection17",3,1712.13761415308,15,10,50,10,0
"injection18",3,2243.75793155477,10,10,50,10,0
"injection19",3,2756.91997564287,10,10,50,10,0
"injection20",3,3252.33859126294,10,10,50,10,0
"injection21",3,3730.76668620845,10,1,50,10,0
"injection22",3,4192.99077345531,8,1,50,10,0
"injection23",3,4639.82945479154,8,1,50,10,0
"injection24",3,5072.1282569822,8,1,50,10,0
"injection25",2,127.92872431375,10,100,50,10,0
"injection26",2,191.386501922582,5,100,50,10,0
"injection27",2,254.508910028054,5,100,50,10,0
"injection28",2,503.680056937553,5,100,50,10,0
"injection29",2,747.6258450394459,5,10,50,10,0
"injection30",2,986.458062075247,5,10,50,10,0
"injection31",2,1220.28790627423,5,10,50,10,0
"injection32",2,1449.22575512009,3,10,50,10,0
"injection33",2,1673.38162214057,3,1,50,10,0
"injection34",2,1892.86450419376,3,1,50,10,0
"injection35",2,2107.78311401093,3,1,50,10,0
"injection36",2,2318.24489272533,3,1,50,10,0
"injection37",1,50.2348807420359,3,10,50,10,0
"injection38",1,73.6752106833143,3,10,50,10,0
"injection39",1,97.9576047241345,3,10,50,10,0
"injection40",1,193.731978350793,2,10,50,10,0
"injection41",1,287.382110323167,2,10,50,10,0
"injection42",1,378.965863863639,2,10,50,10,0
"injection43",1,468.54000664385,2,10,50,10,0
"injection44",1,556.1601423254079,2,1,50,10,0
"injection45",1,641.880905282133,2,1,50,10,0
"injection46",1,725.755730424944,1,1,50,10,0
"injection47",1,807.837152689968,1,1,50,10,0
"injection48",1,888.176448898108,1,1,50,10,0
"injection49",8,56.0734284075514,3,10,50,10,0
"injection50",8,74.56100207923841,3,10,50,10,0
"injection51",8,147.514910801915,3,10,50,10,0
"injection52",8,218.911566566452,2,10,50,10,0
"injection53",8,288.797971413792,1,10,50,10,0
"injection54",8,357.21847678602,1,1,50,10,0
"injection55",8,424.214887205918,1,1,50,10,0
"injection56",8,489.826757109312,1,1,50,10,0
"injection57",8,554.0913551121459,1,1,50,10,0
"injection58",8,617.044026179205,1,1,50,10,0
"injection59",8,678.718042875997,1,1,50,10,0
"injection60",9,116.29875167546,2,10,50,10,0
"injection61",9,173.963799364327,2,10,50,10,0
"injection62",9,231.308025901987,2,10,50,10,0
"injection63",9,457.507654892215,2,10,50,10,0
"injection64",9,678.697786768195,2,10,50,10,0
"injection65",9,894.977103713675,2,10,50,10,0
"injection66",9,1106.44408650856,2,1,50,10,0
"injection67",9,1313.19679733827,2,1,50,10,0
"injection68",9,1515.33328431386,2,1,50,10,0
"injection69",9,1712.95098398287,2,1,50,10,0
"injection70",9,1906.147373475,2,1,50,10,0
"injection71",9,2095.01907385055,2,1,50,10,0
