Scale: Della Volpe
Method: DnG, Pol
Parameter: Peak Com
Regression: Linear
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	89.9054528662162	0.801459472640801	2.47857535147003	2.81884919361761	92.7243020598338
0.0075	101.152729058524	0.777039162368148	3.45288260489122	3.27598840477815	104.428717463302
0.01	101.026063312114	0.727003645531951	3.97696056369092	3.40074393504721	104.426807247161
0.02	93.3181785828581	0.598872477896873	2.31099413285102	2.35286275226213	95.6710413351203
0.03	75.6537646481699	0.378994953864697	1.68229227388076	1.5969724890885	77.2507371372584
0.04	60.0230051065925	0.248563375845401	1.07385475733789	1.03328788563798	61.0562929922305
0.05	55.6409803443855	0.245539615914054	0.874008116676423	0.926506594201023	56.5674869385866
0.06	53.9608525095193	0.249248014340656	1.18515247216224	1.08700855631841	55.0478610658377
0.07	39.8819147609636	0.152410795540686	0.39478573269623	0.490589879994869	40.3725046409585
0.08	38.51202208658	0.149701225677987	0.385996845988266	0.480766891340411	38.9927889779204
0.09	38.3137192537187	0.152546456103034	0.542394953420018	0.575292718370028	38.8890119720888
0.1	38.351415240401	0.157029776551141	0.797855879520394	0.707918442989309	39.0593336833903
