Scale: Della Volpe
Method: DnG, Pol
Parameter: Peak Max
Regression: Linear
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	30.7828050843021	0.135980164554417	0.0244087592712039	0.115223384818663	30.8980284691208
0.0051	37.2203201171464	0.185142205264335	0.00768964629821273	0.0754633175351794	37.2957834346816
0.0075	97.6438996690823	0.69734642148506	2.38670933566316	2.58020403406373	100.224103703146
0.01	99.1426526077262	0.659145877683899	1.12250973591885	1.72034608738004	100.862998695106
0.02	92.6518666796514	0.555374008839193	0.333124684466461	0.860252966180134	93.5121196458315
0.03	79.5909657645593	0.479507295508488	0.360036289353307	0.830999464242223	80.4219652288015
0.04	64.3512275946402	0.388565456629165	0.432378164785654	0.819773673732983	65.1710012683732
0.05	51.5929476174551	0.301800664000389	0.472985861057157	0.75563866213911	52.3485862795942
0.06	45.9092976057573	0.296565754422719	0.0203629639608912	0.155421462730787	46.0647190684881
0.07	40.4450671827673	0.269479848087279	0.137629015249587	0.385166177756358	40.8302333605237
0.08	36.857149763385	0.255367031781	0.288026572372593	0.542411249370233	37.3995610127552
0.09	33.7802497396256	0.248057990201396	0.000222431164872681	0.014856086660554	33.7951058262862
0.1	27.6768705481399	0.207002930365196	0.0149699608291052	0.111334195269503	27.7882047434094
