Scale: Della Volpe
Method: DnG, Pol
Parameter: Peak Com
Regression: Linear
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	100.115694330381	0.930200634536422	3.09347114233566	3.39266787028777	103.508362200669
0.0051	100.21152292992	0.929612968224474	3.10656926574987	3.39876864533534	103.610291575256
0.0075	102.471581305886	0.913551266230913	3.44587948648263	3.54851381181211	106.020095117698
0.01	101.458296405519	0.844846863772415	3.48870670272886	3.43361204356129	104.891908449081
0.02	100.0788399193	0.767273572773997	3.8328524948075	3.42977925097618	103.508619170276
0.03	97.1848883748825	0.703786549458534	3.84583790801089	3.29037930400482	100.475267678887
0.04	90.9007417293563	0.645259169844056	3.61356242815778	3.05397072191124	93.9547124512676
0.05	85.2814492405034	0.612249372544638	3.5238754920952	2.93767973677235	88.2191289772757
0.06	79.2287694129874	0.54729258060475	2.91635176450382	2.52673519241452	81.7555046054019
0.07	74.4484548035569	0.51153210429816	2.61672929179358	2.31390668870618	76.7623614922631
0.08	71.6819660087893	0.507992023809974	2.68661620667269	2.33647563995719	74.0184416487465
0.09	60.8810416550488	0.419078184692033	2.03633329546558	1.84757447578349	62.7286161308323
0.1	29.6443408307223	0.153460060125346	0.0981416233534628	0.245445060415739	29.889785891138
