Scale: Della Volpe
Method: DnG, Pol
Parameter: Peak Max
Regression: Linear
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	109.641802342282	0.75209006175452	5.31446478961037	3.99847778626331	113.640280128545
0.0075	103.511202742388	0.712298773473465	4.70390113642492	3.66091956208596	107.172122304474
0.01	98.6482819951117	0.683464490148695	4.21851368104662	3.39600017797516	102.044282173087
0.02	81.1386037430188	0.591181388130912	2.51162442140234	2.43706841258766	83.5756721556065
0.03	68.0641152474891	0.500776055859687	0.962042392495504	1.3881898931828	69.4523051406719
0.04	57.9431109115794	0.422018076154703	0.182819434215398	0.555528958421696	58.4986398700011
0.05	51.4479950295303	0.387382309629286	6.36832365682636	3.14132196799259	54.5893169975229
0.06	43.4610656597472	0.277489290790931	0.231530359506848	0.506940608971601	43.9680062687188
0.07	47.6767746772972	0.403861103534294	0.051222956344993	0.287659240600943	47.9644339178981
0.08	41.323934999567	0.301399666675124	0.00109102845200044	0.0362676501453297	41.3602026497124
0.09	36.7932499593197	0.24699849158304	0.00784445380597184	0.0880356349978321	36.8812855943175
0.1	37.0895564985535	0.268790030110449	0.00183102532147404	0.0443694197073616	37.1339259182608
