Scale: Della Volpe
Method: Schultz
Parameter: Peak Com
Regression: Linear
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	87.5096551756248	1.23889741348015	2.16573431255305	3.27604800826068	90.7857031838854
0.0075	97.1647303890639	1.2130927233229	2.93981434826649	3.7769127042082	100.941643093272
0.01	96.9335189138383	1.14804459623896	3.41426716599765	3.95966209166373	100.893181005502
0.02	89.5030375382502	0.967990022647162	1.90014659254598	2.71243281439486	92.215470352645
0.03	72.3969272532795	0.644902006795934	1.355547262824	1.86996807470281	74.2668953279824
0.04	57.2693505055101	0.440355323910289	0.831819825212302	1.21044832779654	58.4797988333067
0.05	53.2227871181842	0.430315821200742	0.67268279247168	1.07604098109702	54.2988280992812
0.06	51.6362373872079	0.432327405843611	0.953442285905633	1.28405487435263	52.9202922615605
0.07	37.9926943388492	0.274661287833584	0.275029966267334	0.549691130464421	38.5423854693136
0.08	36.6838973486506	0.268557785619525	0.269393301129452	0.537950437910629	37.2218477865612
0.09	36.5233199570252	0.272427217300552	0.404146646367137	0.663628047180495	37.1869480042056
0.1	36.5738288923398	0.2786946942611	0.628969010992337	0.837353751333845	37.4111826436736
