"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",3,218.446846765879,80,500,30,10,0
"injection2",3,434.126287189666,80,500,30,10,0
"injection3",3,857.289106380258,70,100,30,10,0
"injection4",3,1671.62266895161,70,100,30,10,0
"injection5",3,2444.93088417094,60,100,30,10,0
"injection6",3,3179.34379425294,60,10,30,10,0
"injection7",3,3877.17129375148,50,10,30,10,0
"injection8",3,5478.21623200886,50,10,30,10,0
"injection9",3,6908.34360242933,40,10,30,10,0
"injection10",3,8212.853247146541,40,10,30,10,0
"injection11",3,9438.414429870811,30,1,30,10,0
"injection12",3,10631.1709333107,30,1,30,10,0
"injection13",3,11835.0141776851,20,1,30,10,0
"injection14",3,13090.0581041035,20,1,30,10,0
"injection15",3,14431.3742461927,10,1,30,10,0
"injection16",3,15887.9912520852,10,1,30,10,0
"injection17",3,17482.1931315394,5,1,30,10,0
"injection18",3,21136.5858584564,5,1,30,10,0
"injection19",3,25429.4004916884,5,1,30,10,0
"injection20",3,30289.4949948883,5,1,30,10,0
