"instrumentSettingsID","pressure","target_temp_column_oven","actual_temp_column_oven","target_temp_reservoir_drawer1","actual_temp_reservoir_drawer1","target_temp_reservoir_drawer2","actual_temp_reservoir_drawer2","target_temp_fid","actual_temp_fid","actual_temp_gas_inlet","actual_temp_injection_manifold","actual_temp_fid_flame","actual_temp_ambient","target_flow_channel0","actual_flow_channel0","target_flow_channel1","actual_flow_channel1","target_flow_channel2","actual_flow_channel2","target_flow_channel3","actual_flow_channel3","target_flow_channel4","actual_flow_channel4","target_flow_channel5","actual_flow_channel5","target_flow_channel6","actual_flow_channel6"
1,25.32253,120,119.0487,32,32.00447,32,32.02721,180,180.0904,52.19709,55.24537,228.5032,28.67294,0,0,10,10,10,10.005,0,0,0,0,0,0,0,0
2,25.89479,120,120.0111,32,32.00564,32,32.00539,180,179.9756,53.45192,57.58108,227.9706,28.94593,0,0,10,10.015,10,10.015,0,0,0,0,0,0,0,0
3,21.63145,30,30.96409,32,31.98135,32,31.9973,180,179.8354,52.77764,55.48851,215.1347,31.55037,0,0,10,10.025,10,9.995,0,0,0,0,0,0,0,0
4,25.00779,30,27.87471,32,31.94542,32,31.97312,180,179.8129,52.10626,54.45538,214.6605,31.01992,0,0,10,9.975,10,10.015,0,0,0,0,0,0,0,0
5,19.82883,30,29.00393,32,31.86964,32,31.91295,180,179.9478,48.70112,50.28423,214.4614,28.49489,0,0,10,9.985,10,10,0,0,0,0,0,0,0,0
6,23.14794,30,29.35703,32,31.89345,32,31.91705,180,180.1848,47.77224,49.14318,214.6586,27.87024,0,0,10,10,10,10,0,0,0,0,0,0,0,0
7,19.57131,30,30.01781,32,31.97262,32,31.97881,180,180.364,49.07042,48.62188,225.8521,27.12978,2,2.05,10,10.035,10,10,0,0,0,0,0,0,0,0
8,24.66443,30,29.99624,32,31.99825,32,32.00024,180,179.9852,51.19315,53.66547,229.0539,26.62821,2,2.015,10,10.01,10,10,0,0,0,0,0,0,0,0
9,21.05919,30,30.00048,32,32.00072,32,31.99842,180,180.0509,51.18415,53.66685,228.9668,26.61411,2,1.995,10,10.005,10,9.995,0,0,0,0,0,0,0,0
10,25.12224,30,30.0013,32,32.00318,32,32.01022,180,180.0792,51.19476,53.79681,229.0588,26.59801,2,2.005,10,10,10,10,0,0,0,0,0,0,0,0
11,20.8589,30,30.00169,32,32.01065,32,32.00883,180,180.0459,51.20291,53.78461,229.0719,26.68728,2,2.03,10,10.01,10,10.005,0,0,0,0,0,0,0,0
12,25.49421,30,30.00574,32,32.00829,32,32.00396,180,180.0051,51.63391,54.1147,228.5468,27.48389,2,1.99,10,9.985,10,10,0,0,0,0,0,0,0,0
13,21.20226,30,30.00592,32,32.0088,32,32.00489,180,179.9994,51.63733,54.10884,228.5521,27.45646,2,2.005,10,10.005,10,10.005,0,0,0,0,0,0,0,0
14,25.83757,30,29.99813,32,32.00267,32,32.00361,180,180.0245,51.88763,54.36332,228.3448,27.74497,2,1.995,10,9.995,10,9.975,0,0,0,0,0,0,0,0
15,21.517,30,30.00197,32,32.00406,32,32.00682,180,180.0484,51.88108,54.37417,228.4726,27.80009,2,1.995,10,10.01,10,10.01,0,0,0,0,0,0,0,0
16,24.69305,30,30.00404,32,32.00364,32,32.00643,180,179.992,52.0002,54.48928,228.3118,27.8783,2,1.995,10,9.995,10,9.995,0,0,0,0,0,0,0,0
17,20.60138,30,30.00404,32,32.00095,32,32.00535,180,179.9915,51.99298,54.47846,227.9538,27.86663,2,1.96,10,9.985,10,10.015,0,0,0,0,0,0,0,0
18,24.86473,30,30.00015,32,32.00225,32,31.99986,180,180.0081,52.0962,54.57296,228.3062,27.84465,2,2.005,10,10.03,10,10.015,0,0,0,0,0,0,0,0
19,20.51554,30,30.00105,32,32.00234,32,32.0002,180,180.0036,52.09579,54.5591,227.9304,27.84381,2,1.995,10,10.005,10,10,0,0,0,0,0,0,0,0
20,24.46414,30,29.99973,32,31.99825,32,32.00136,180,179.9878,52.16515,54.65385,228.3172,27.72896,2,1.99,10,9.99,10,10,0,0,0,0,0,0,0,0
21,20.83029,30,30.00272,32,31.99909,32,31.99935,180,179.9874,52.16703,54.6454,227.95,27.73599,2,1.97,10,10,10,10.015,0,0,0,0,0,0,0,0
22,24.66443,30,29.99973,32,32.00132,32,32.00341,180,179.9799,52.22044,54.68294,228.3775,27.84377,2,1.99,10,9.99,10,9.99,0,0,0,0,0,0,0,0
23,20.8589,30,30.00236,32,31.99825,32,32.00372,180,179.9855,52.21099,54.68442,227.9704,27.85945,2,1.97,10,10.015,10,10,0,0,0,0,0,0,0,0
24,24.86473,30,30.00436,32,32.00318,32,31.99823,180,180.0025,52.21142,54.68409,228.3863,27.86237,2,1.995,10,10.005,10,9.995,0,0,0,0,0,0,0,0
25,21.54561,30,30.00478,32,32.00243,32,32.00148,180,180.004,52.21315,54.67072,228.0219,27.86296,2,2.01,10,10,10,10.005,0,0,0,0,0,0,0,0
26,24.92195,30,30.00194,32,32.00253,32,32.0002,180,179.9241,52.26564,54.72202,228.3309,27.82736,2,2.005,10,10.01,10,9.99,0,0,0,0,0,0,0,0
27,21.68868,30,30.00012,32,32.00118,32,32.00105,180,179.9224,52.26189,54.71996,227.9646,27.82281,2,2.015,10,10,10,10,0,0,0,0,0,0,0,0
28,24.92195,30,30.00496,32,31.99905,32,32.00094,180,180.0001,52.27298,54.74063,228.2835,27.77789,2,2.005,10,10.015,10,10.005,0,0,0,0,0,0,0,0
29,21.48839,30,30.00204,32,32.00072,32,32.00105,180,180.0013,52.27123,54.72746,227.9204,27.7867,2,2.01,10,10.01,10,10.02,0,0,0,0,0,0,0,0
30,24.8075,30,29.99991,32,31.99747,32,31.99997,180,180.0207,52.29853,54.77758,228.3244,27.77907,2,2.005,10,10,10,9.99,0,0,0,0,0,0,0,0
31,21.0878,30,30.00457,32,32.00044,32,31.99955,180,180.0181,52.29831,54.7727,227.9494,27.78641,2,2.005,10,9.995,10,10,0,0,0,0,0,0,0,0
32,25.32253,30,30.0019,32,31.99858,32,31.9968,180,179.9549,52.27395,54.78423,228.3841,27.708,2,1.96,10,9.96,10,9.975,0,0,0,0,0,0,0,0
33,21.40255,30,29.99802,32,31.99825,32,31.99718,180,179.953,52.26264,54.76942,228.0191,27.71258,2,1.995,10,9.985,10,9.96,0,0,0,0,0,0,0,0
34,24.69305,30,30.00179,32,31.99018,32,31.98821,180,180.0003,52.21453,54.7612,228.4045,27.55696,2,1.955,10,9.985,10,9.985,0,0,0,0,0,0,0,0
35,21.20226,30,30.00019,32,31.99087,32,31.98898,180,179.9991,52.20881,54.74628,228.0478,27.57458,2,1.99,10,9.99,10,9.995,0,0,0,0,0,0,0,0
36,25.06502,30,29.99464,32,31.98642,32,31.99448,180,180.0224,52.15223,54.72665,228.4909,27.46127,2,1.96,10,10,10,10.01,0,0,0,0,0,0,0,0
37,21.25948,30,29.99685,32,31.98317,32,31.99246,180,180.0211,52.15113,54.73451,228.1004,27.46213,2,1.995,10,10.01,10,9.995,0,0,0,0,0,0,0,0
38,24.89334,30,29.99976,32,31.99134,32,31.99393,180,179.9939,52.06243,54.67714,228.4955,27.33035,2,2.01,10,10.005,10,9.995,0,0,0,0,0,0,0,0
39,19.9719,30,30.00236,32,31.9951,32,31.99889,180,180.0004,51.88817,54.4911,228.6368,27.10194,0,0,10,10.015,10,10.015,0,0,0,0,0,0,0,0
40,24.40692,30,29.99966,32,31.99593,32,31.99339,180,180.0061,51.86346,54.48362,228.6101,27.03632,0,0,10,10.005,10,10,0,0,0,0,0,0,0,0
41,21.20226,30,30.00119,32,31.997,32,31.99401,180,180.0055,51.86681,54.47725,228.2249,27.04165,0,0,10,9.97,10,9.985,0,0,0,0,0,0,0,0
42,24.92195,30,29.99944,32,31.99923,32,31.99811,180,180.0126,51.87222,54.46686,228.4417,27.04241,0,0,10,9.99,10,10,0,0,0,0,0,0,0,0
