"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",3,2063.26667454515,50,100,30,10,0
"injection2",3,3877.15428519128,40,10,30,10,0
"injection3",3,5478.19360836614,30,10,30,10,0
"injection4",3,6211.84329864267,20,1,30,10,0
"injection5",3,6908.31641075474,10,1,30,10,0
"injection6",3,7573.36357696222,10,1,30,10,0
"injection7",3,8212.821816277979,10,1,30,10,0
"injection8",3,8832.551252210211,10,1,30,10,0
"injection9",3,9438.378381989451,5,1,30,10,0
"injection10",3,10036.0391990715,5,1,30,10,0
"injection11",3,10631.1292396805,5,1,30,10,0
"injection12",3,11229.0498557058,5,1,30,10,0
"injection13",3,11834.9652523581,5,1,30,10,0
"injection14",3,12453.759880623,5,1,30,10,0
"injection15",3,13089.9999280307,5,1,30,10,0
"injection16",3,13747.9029718665,5,1,30,10,0
