"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",4,646.977291555106,60,500,50,10,0
"injection2",4,961.778562786084,60,100,50,10,0
"injection3",4,1271.0070511025,50,100,50,10,0
"injection4",4,2455.47276127148,40,100,50,10,0
"injection5",4,3563.86830304617,40,10,50,10,0
"injection6",4,4606.58141295145,30,10,50,10,0
"injection7",4,5593.85876407854,30,10,50,10,0
"injection8",4,6535.74884630649,20,10,50,10,0
"injection9",4,7442.04953021457,20,1,50,10,0
"injection10",4,8322.25310977247,20,1,50,10,0
"injection11",4,9185.4992949061,15,1,50,10,0
"injection12",4,10040.5237536689,10,1,50,10,0
"injection13",3,251.785156426193,30,500,50,10,0
"injection14",3,376.295822651625,30,100,50,10,0
"injection15",3,499.891903393536,20,100,50,10,0
"injection16",3,985.234676474377,15,100,50,10,0
"injection17",3,1456.37286068442,15,10,50,10,0
"injection18",3,1913.6749767917,10,10,50,10,0
"injection19",3,2357.53235618451,10,10,50,10,0
"injection20",3,2788.35746246427,10,10,50,10,0
"injection21",3,3206.58349332073,10,1,50,10,0
"injection22",3,3612.66187752619,8,1,50,10,0
"injection23",3,4007.06234958065,8,1,50,10,0
"injection24",3,4390.26982815406,8,1,50,10,0
"injection25",2,1038.01705718767,15,100,50,10,0
"injection26",2,1523.2773572579,15,100,50,10,0
"injection27",2,215.09340679962,10,100,50,10,0
"injection28",2,426.37436642336,10,100,50,10,0
"injection29",2,633.910480314558,10,10,50,10,0
"injection30",2,837.769040007071,8,10,50,10,0
"injection31",2,1038.01705718767,8,10,50,10,0
"injection32",2,1234.72107205759,5,10,50,10,0
"injection33",2,1427.94755197159,5,1,50,10,0
"injection34",2,1617.76233681035,5,1,50,10,0
"injection35",2,1804.23127730624,5,1,50,10,0
"injection36",2,1987.41938623075,5,1,50,10,0
"injection37",1,243.740839597114,1,10,50,10,0
"injection38",1,321.960440103422,1,10,50,10,0
"injection39",1,398.724274511653,1,10,50,10,0
"injection40",1,474.066191003809,1,1,50,10,0
"injection41",1,548.019581489977,1,1,50,10,0
"injection42",1,620.617177666413,1,1,50,10,0
"injection43",1,691.891303680973,1,1,50,10,0
"injection44",1,761.873559864802,1,1,50,10,0
"injection45",1,620.617177666413,1,1,50,10,0
"injection46",1,761.873559864802,1,1,50,10,0
"injection47",8,245.289958108077,1,10,50,10,0
"injection48",8,303.884371259157,1,1,50,10,0
"injection49",8,361.441894672777,1,1,50,10,0
"injection50",8,417.987497441713,1,1,50,10,0
"injection51",8,473.54488390959,1,1,50,10,0
"injection52",8,581.784583125332,1,1,50,10,0
"injection53",9,387.357330411235,1,10,50,10,0
"injection54",9,575.623966310888,1,10,50,10,0
"injection55",9,760.361720473504,1,10,50,10,0
"injection56",9,941.6298365981791,1,1,50,10,0
"injection57",9,1119.48729850823,1,1,50,10,0
"injection58",9,1293.99318722347,1,1,50,10,0
"injection59",9,1465.20617607348,1,1,50,10,0
"injection60",9,1633.18510348874,1,1,50,10,0
"injection61",9,1797.98820428806,1,1,50,10,0
