"instrumentSettingsID","pressure","target_temp_column_oven","actual_temp_column_oven","target_temp_reservoir_drawer1","actual_temp_reservoir_drawer1","target_temp_reservoir_drawer2","actual_temp_reservoir_drawer2","target_temp_fid","actual_temp_fid","actual_temp_gas_inlet","actual_temp_injection_manifold","actual_temp_fid_flame","actual_temp_ambient","target_flow_channel0","actual_flow_channel0","target_flow_channel1","actual_flow_channel1","target_flow_channel2","actual_flow_channel2","target_flow_channel3","actual_flow_channel3","target_flow_channel4","actual_flow_channel4","target_flow_channel5","actual_flow_channel5","target_flow_channel6","actual_flow_channel6"
1,19.88606,120,119.0427,32,32.02291,32,32.02725,180,180.0289,52.11185,55.2654,228.9725,28.4657,0,0,10,9.995,10,10,0,0,0,0,0,0,0,0
2,20.48693,120,119.9943,32,31.97244,32,31.99161,180,179.9964,54.04594,58.24271,227.6154,29.14177,0,0,10,9.975,10,9.985,0,0,0,0,0,0,0,0
3,18.36957,50,49.0132,32,31.7978,32,31.91337,180,179.9988,52.53504,54.18683,219.8396,29.14246,0,0,10,9.995,10,10.01,0,0,0,0,0,0,0,0
4,22.31816,50,50.007,32,31.81972,32,31.89201,180,180.3047,52.84146,54.37526,223.1831,28.90373,0,0,10,10.01,10,10.025,0,0,0,0,0,0,0,0
5,19.19934,50,50.00988,32,31.82005,32,31.89356,180,180.2976,52.8375,54.37771,222.8706,28.90293,0,0,10,10.005,10,10,0,0,0,0,0,0,0,0
6,22.26094,50,50.01615,32,31.88872,32,31.92235,180,180.2295,52.97374,54.72807,224.8408,28.5069,0,0,10,9.99,10,10,0,0,0,0,0,0,0,0
7,17.53979,50,49.97599,32,31.97578,32,31.98561,180,180.0989,52.66659,55.56029,228.2471,27.76141,2,1.955,10,9.945,10,9.95,0,0,0,0,0,0,0,0
8,22.08926,50,49.99863,32,31.99143,32,31.99204,180,179.9263,52.02631,55.0962,228.5582,27.30597,2,2,10,10.02,10,10.02,0,0,0,0,0,0,0,0
9,17.96898,50,50.00137,32,31.99069,32,31.99567,180,179.9343,52.02249,55.07224,228.5421,27.34886,2,2.01,10,10.02,10,10.02,0,0,0,0,0,0,0,0
10,21.88897,50,49.99618,32,31.99607,32,31.99521,180,179.9614,51.69077,54.60573,228.8382,26.95667,2,1.99,10,9.97,10,9.975,0,0,0,0,0,0,0,0
11,17.53979,50,49.99913,32,31.99765,32,31.99885,180,179.9548,51.68806,54.58608,228.8313,27.04098,2,1.94,10,9.95,10,9.99,0,0,0,0,0,0,0,0
12,22.34678,50,50.00846,32,32.0081,32,32.00659,180,179.9714,52.13391,54.80483,228.3181,28.1168,2,1.985,10,10,10,9.975,0,0,0,0,0,0,0,0
13,17.9976,50,50.00042,32,32.01075,32,32.00895,180,180.0775,52.13762,54.81385,228.3765,28.13837,2,1.985,10,10,10,9.975,0,0,0,0,0,0,0,0
14,22.77597,50,50.00323,32,32.00447,32,32.00295,180,180.0098,52.57792,55.28166,228.0169,28.50691,2,2.035,10,10.02,10,10.005,0,0,0,0,0,0,0,0
15,18.34095,50,49.99813,32,32.00085,32,32.00082,180,180.0172,52.56903,55.27367,228.0355,28.5066,2,1.995,10,9.99,10,9.99,0,0,0,0,0,0,0,0
16,22.86181,50,49.99942,32,31.99004,32,31.98778,180,179.9415,52.69203,55.46792,227.9055,28.26794,2,1.95,10,9.965,10,9.975,0,0,0,0,0,0,0,0
17,18.31234,50,50.00262,32,31.98957,32,31.98055,180,179.9956,52.65181,55.45145,227.9945,28.20447,2,1.965,10,9.99,10,10.01,0,0,0,0,0,0,0,0
18,22.46123,50,50.00369,32,31.99496,32,31.99196,180,180.0474,52.17171,55.10741,228.4782,27.50573,2,1.995,10,9.975,10,9.96,0,0,0,0,0,0,0,0
19,18.11205,50,50.00355,32,31.99101,32,31.99215,180,180.0541,52.16605,55.10198,228.3872,27.46359,2,1.995,10,9.99,10,9.98,0,0,0,0,0,0,0,0
20,21.88897,50,49.99689,32,32.00062,32,31.99807,180,180.007,51.91608,54.81006,228.6646,27.37955,2,2.02,10,9.995,10,9.995,0,0,0,0,0,0,0,0
21,17.7973,50,49.99789,32,31.99714,32,32.00217,180,179.9794,51.90142,54.7844,228.6474,27.40083,2,1.985,10,9.995,10,9.985,0,0,0,0,0,0,0,0
22,22.28955,50,49.99693,32,32.00095,32,32.00187,180,179.9983,51.86701,54.69878,228.5004,27.41785,2,1.975,10,9.985,10,9.995,0,0,0,0,0,0,0,0
23,17.74008,50,49.9991,32,32.00155,32,32.00132,180,180.0011,51.86694,54.71118,228.1851,27.40449,2,2.005,10,10.045,10,10.015,0,0,0,0,0,0,0,0
24,22.08926,50,50.00301,32,32.00383,32,31.99912,180,180.0173,51.91018,54.68069,228.6655,27.45047,2,2.025,10,10,10,9.99,0,0,0,0,0,0,0,0
25,17.59701,50,49.99949,32,31.99979,32,32.0009,180,179.9813,51.88935,54.66807,228.6177,27.44599,2,1.97,10,9.95,10,9.95,0,0,0,0,0,0,0,0
26,22.23232,50,50.00195,32,32.00434,32,31.99993,180,179.9485,52.01603,54.72969,228.6216,27.65139,2,1.98,10,9.965,10,9.975,0,0,0,0,0,0,0,0
27,17.82592,50,50.00283,32,32.00406,32,32.00113,180,179.9564,51.99456,54.71363,228.6403,27.67015,2,1.995,10,9.995,10,10.005,0,0,0,0,0,0,0,0
28,22.23232,50,49.99921,32,31.98818,32,31.99962,180,180.0369,52.07043,54.80079,228.5042,27.65834,2,2,10,9.99,10,9.985,0,0,0,0,0,0,0,0
29,17.68285,50,49.9991,32,31.98674,32,31.99962,180,180.0354,52.06981,54.77965,228.1046,27.6793,2,2.015,10,9.98,10,9.99,0,0,0,0,0,0,0,0
30,22.74736,50,49.99508,32,31.99886,32,31.99928,180,179.953,52.01752,54.81569,228.6004,27.69333,2,2.05,10,10.03,10,10,0,0,0,0,0,0,0,0
31,17.85453,50,49.9981,32,32.00007,32,31.99982,180,179.9491,51.90381,54.68562,228.8349,27.67088,2,1.98,10,9.965,10,9.97,0,0,0,0,0,0,0,0
32,21.88897,50,50.00155,32,32.00772,32,32.00341,180,180.0228,52.00626,54.78473,228.4943,27.85538,2,1.985,10,10.015,10,10.025,0,0,0,0,0,0,0,0
33,17.76869,50,50.00308,32,32.00847,32,32.00539,180,180.027,51.99707,54.76511,228.4467,27.8652,2,1.995,10,10.005,10,9.995,0,0,0,0,0,0,0,0
34,22.34678,50,49.99561,32,32.00132,32,32.00032,180,179.9643,52.21431,54.98514,228.4299,27.93325,2,2.015,10,10.005,10,10,0,0,0,0,0,0,0,0
35,18.14066,50,49.99721,32,32.00322,32,31.99897,180,179.9665,52.21091,54.977,228.4093,27.99023,2,2,10,10.005,10,9.995,0,0,0,0,0,0,0,0
36,22.404,50,50.00127,32,32.00127,32,32.00051,180,179.9931,52.26196,55.0534,228.5513,27.86441,2,1.99,10,10,10,10.015,0,0,0,0,0,0,0,0
37,18.2265,50,50.0038,32,32.0028,32,31.99939,180,179.9892,52.25389,55.04447,228.1442,27.86772,2,2,10,9.995,10,9.985,0,0,0,0,0,0,0,0
38,22.06065,50,49.99956,32,32.00127,32,31.99614,180,179.9827,52.25491,55.07532,228.4496,27.81791,2,1.98,10,10,10,9.98,0,0,0,0,0,0,0,0
39,18.19789,50,49.99668,32,32.00239,32,31.99831,180,179.9645,52.22295,55.04762,228.4805,27.81886,2,1.975,10,9.99,10,10.02,0,0,0,0,0,0,0,0
40,21.7459,50,50.00013,32,32.0159,32,31.9956,180,180.042,52.21286,55.04589,228.584,27.7625,2,1.91,10,9.935,10,10,0,0,0,0,0,0,0,0
