ID	Injection Name	Solvent	Injection Time [ms]	Duration [min]	Target Fractional Surface Coverage	Actual Fractional Surface Coverage	Column Temperature [Kelvin]	Column Pressure Drop [Torr]	Exit Flow Rate [sccm]	Peak Area [µV•min]	Peak Max (Signal) [µV]	Peak Max (Time) [min]	Peak Com [min]	Peak Com/Max	Ret Volume (Max) [ml/g]	Ret Volume (Com) [ml/g]	Net Ret Time (Max) [min]	Net Ret Volume (Max) [ml/g]	Net Ret Time (Com) [min]	Net Ret Volume (Com) [ml/g]	Partial Pressure [Torr]	Pres Ret Volume (Max) [mMol/(g•Torr)]	Pres Ret Volume (Com) [mMol/(g•Torr)]	Amount  [mMol/g]	Amount  [mMol]	Amount (Max) [mMol/g]	Amount (Com) [mMol/g]
1	colConditioning1	n/a	0	60	n/a	0	422.660101318359	150.719146728516	10.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	methaneInjection1	Methane	3000	3	n/a	0	373.037996673584	134.223701477051	9.98749971389771	10175.2416682165	188235.440247424	0.333316666666667	0.348751186688636	1.04630587535967	320.641423617387	335.489005414562	0	0	0	0	0	0	0	0	0	0	0
3	methaneInjection2	Methane	3000	3	n/a	0	373.032537841797	135.468399047852	10.0174999237061	10198.1012484418	188624.641677614	0.333216666666667	0.348800754214227	1.04676863166376	321.249608591806	336.274013208163	0	0	0	0	0	0	0	0	0	0	0
4	injection1	OCTANE	80	5	0.005	0.00628745070277477	373.124040985107	133.46549987793	9.94250011444092	71.4553036531415	759.044291914407	0.353217	0.360043310276951	1.0193261090971	338.494904257147	345.036693705633	0.0203919999999997	19.5420607943889	0.0117136116915454	11.2253879853888	0.0440722237173467	0.000839814105784085	0.000482407626924155	0.000186272781205633	2.42154615567323E-06	3.70124751510997E-05	2.12607768567557E-05
5	injection2	OCTANE	160	5	0.01	0.0106754809438901	373.13331451416	134.695854187012	10	121.362877690324	1348.15228810356	0.353217	0.36077938334471	1.02141002087869	340.195273911992	347.478861829281	0.0203919999999997	19.6402269019137	0.0124496847593044	11.990713688213	0.0778025557057171	0.000844011787479628	0.00051528445896717	0.000316273100200779	4.11155030261012E-06	6.54812729448854E-05	3.86414927261661E-05
6	injection3	OCTANE	318	3	0.02	0.0201337011614773	373.125784301758	134.881843566895	9.94750022888184	229.04483190178	3069.16812602497	0.3499	0.357730827069346	1.02238018596555	335.184997881283	342.686500466729	0.0170749999999997	16.3569129431918	0.00940112848394054	9.00576516425059	0.177935731817023	0.000702930063540701	0.000387018204542941	0.000596483485692598	7.75428531400377E-06	0.000135867892791338	7.73948547599457E-05
7	injection4	OCTANE	631	3	0.04	0.0404792337927054	373.133242034912	134.824600219727	10.0475001335144	461.17998748105	7391.45267124853	0.348217	0.364310158396499	1.04621588950711	336.945075348959	352.517291721253	0.0153919999999997	14.8937547557158	0.0159804598110935	15.4631658855252	0.42363022267615	0.000640038787646954	0.000664508453971761	0.00119924271633854	1.5590155312401E-05	0.000293121896852349	0.000240660921030123
8	injection5	OCTANE	937	2	0.06	0.0569157251202693	373.140859985352	134.924751281738	9.9850001335144	649.213841139013	11224.8316687866	0.3482	0.365011310396834	1.04828061572899	334.81834055845	350.98357619797	0.0153749999999998	14.7841240266688	0.0166816118114285	16.0405214949532	0.646590904022817	0.000635314585972172	0.00068930545049277	0.00168619221265768	2.19204987645498E-05	0.00043477206981018	0.000394348933927963
9	injection6	OCTANE	1238	2	0.08	0.0714840524054356	373.139864349365	135.010597229004	10.0100002288818	816.248902139445	11487.3066276248	0.35655	0.370374697466031	1.03877351694301	343.686218107394	357.012141508261	0	0	0	0	0	0	0	0.00211779525325476	2.75313382923119E-05	0	0
10	injection7	OCTANE	1533	2	0.1	0.101151229442826	373.138632202148	135.010597229004	10.0125002861023	1157.48517166352	22498.3881043008	0.3482	0.367774506652098	1.05621627413009	335.720192284185	354.593130644641	0.0153749999999998	14.8239458827377	0.0194448080666932	18.7478882914398	1.2883027044912	0.000637029644254122	0.00080565327904491	0.00299671865774933	3.89573425507413E-05	0.000843561509776225	0.000911346150177126
