id,injection-name,solvent-name,injection-time,duration,target-surface-coverage,actual-surface-coverage,col-temp,pressure-drop,exit-flow-rate,peak-area,peak-max-signal,peak-max-time,peak-com,peak-com-over-max,ret-vol-max,ret-vol-com,net-ret-time-max,net-ret-vol-max,net-ret-time-com,net-ret-vol-com,partial-pressure,pres-res-vol-max,pres-res-vol-com,amount-mmol-g,amount-mmol,amount-mmol-g-max,amount-mmol-g-com,saturationPressure,bet-value,bet-ordinate
4,injection1,OCTANE,218,80,0.005,0.00461065592671102,303.103365325928,98.0854721069336,9.99749994277954,143.507651986132,8.76537064280878,0.36155,14.6942396810199,40.6423445748026,188.161098753448,7647.30821111109,0.00583749999999977,3.03800418745183,14.3344541019946,7460.06536817087,5.05908941288589E-4,1.60717677154736E-4,0.394655274784383,2.43054337513565E-4,4.86108675027129E-6,8.13085098957136E-8,1.99659632240125E-4,18.433801199677852,0.13746087622971145,2.744463476677996E-5
5,injection2,OCTANE,434,80,0.01,0.0100223140220006,303.148464584351,99.8165473937988,10.0124998092651,312.282514682247,21.6816102049747,4.468517,11.7782305192656,2.63582537993378,2326.79701752365,6133.03063274307,4.1128045,2141.57431744309,11.4184449402403,5945.68704375729,0.00124817412415475,0.113277541340254,0.314494250519197,5.28334131562046E-4,1.05666826312409E-5,8.41632834474488E-5,4.33097764612114E-4,18.479079905172167,0.15596897747586946,6.754525282427046E-5
6,injection3,OCTANE,857,70,0.02,0.0186751436199414,303.148465538025,99.8022804260254,9.98999977111816,582.894158784792,46.5137907406046,3.927117,9.78287625311752,2.49110893643289,2040.30857843167,5082.63093281182,3.5714045,1855.50041885675,9.42309067409227,4895.70663101964,0.0026791456778862,0.0981458000456542,0.25895604183495,9.84474819346031E-4,1.96894963869206E-5,2.24607131430995E-4,8.03656494144819E-4,18.479080863635325,0.18042988579160102,1.449826264442863E-4
7,injection4,OCTANE,1672,70,0.04,0.0362790805409118,303.150370025635,99.4731826782227,9.99249982833862,1136.30640558086,125.22459107015,1.522833,6.82916475311455,4.48451324151404,791.548138209982,3549.70810709845,1.1671205,606.653558756412,6.4693791740893,3362.69639587848,0.00718591564659456,0.0320884459077158,0.177867087146758,0.00191248013875603,3.82496027751205E-5,3.69222375790411E-4,0.00160526254091946,18.480994999158384,0.24231460563526422,3.888273140554285E-4
8,injection5,OCTANE,2445,60,0.06,0.0585322756145604,303.149890327454,99.6734924316406,9.99749994277954,1841.35877652152,354.201124723119,0.816417,6.19409726704749,7.58692833080092,424.519738263148,3220.80082921286,0.4607045,239.55668948179,5.83431168802225,3033.71986465841,0.020226528170186,0.0126711760362537,0.160466395377737,0.00308557474224861,6.17114948449721E-5,5.34462272697414E-4,0.00369784262609796,18.48051285506863,0.2963019341874509,0.0010944787262566957
9,injection6,OCTANE,3179,60,0.08,0.0775995272338044,303.148484611511,99.4302978515625,9.99249982833862,2450.32821347496,1012.17074360082,0.614783,4.7729455938682,7.76362650539816,319.562745001201,2480.96579722912,0.2590705,134.664231328507,4.41316001484295,2293.95010674133,0.0576129708751247,0.0071229991410312,0.121337377258158,0.00409071984181489,8.18143968362977E-5,8.00765871970904E-4,0.00823421552892761,18.479100032913326,0.37981608671798833,0.003117736836345364
10,injection7,OCTANE,3877,50,0.1,0.0937673734045655,303.149195098877,99.7163925170898,10.0124998092651,2970.19721211783,2177.67055018511,0.54815,3.68569879140493,6.7238872414575,285.445654625288,1919.30439526446,0.1924375,100.210614178517,3.32591321237968,1731.94832460935,0.123316714994179,0.00530057936505187,0.091610351119159,0.0049430205128083,9.88604102561659E-5,0.00114903378225501,0.0142533585975176,18.479814100525424,0.47131896873231427,0.006673049540615932
11,injection8,OCTANE,5478,50,0.15,0.133078487568387,303.151260757446,99.9024200439453,9.96749973297119,4247.54511184374,6791.09517161069,0.509833,2.72369917123425,5.34233596341205,264.269373152549,1411.81577622122,0.1541205,79.8875865723823,2.36391359220901,1225.32272959943,0.383379834717159,0.00422557641232591,0.0648122573960959,0.0070153366782055,1.4030673356411E-4,0.00224795036667232,0.031108636452235,18.481890300920515,0.6809346856025171,0.020743540215584128
12,injection9,OCTANE,6908,40,0.2,0.174231453944316,303.148909950256,99.6592063903809,9.99249982833862,5604.73720039052,15020.9091392235,0.506517,1.94828497176165,3.84643550317491,263.248064653031,1012.5667020235,0.1508045,78.3764271800708,1.5884993927364,825.578195480846,0.839265173608223,0.00414567724981377,0.0436684965886979,0.00918474752521151,1.8369495050423E-4,0.00413790384463665,0.0510164638184369,18.479527512194192,0.9325750881603377,0.04541594329478458
13,injection10,OCTANE,8213,40,0.25,0.209198673997704,303.147964859009,99.9453163146973,10.0099997520447,6773.71310154,24024.415544761,0.5215,1.56456211342199,3.00011910531542,271.459080356672,814.409573289404,0.1657875,86.2982210635315,1.20477653439674,627.128533197772,1.33124110477573,0.00456471033444762,0.0331717161864483,0.011028071911126,2.20561438222519E-4,0.00638363146193647,0.0673361497776891,18.478577676098872,1.152953431803546,0.07204240110415125
14,injection11,OCTANE,9438,30,0.3,0.248904012701358,303.150544548035,99.6448631286621,10.0099997520447,8118.24559415069,35763.0033132394,0.538167,1.24480649036872,2.31304871976304,280.191191174686,648.095876035488,0.1824545,94.9930852136634,0.88502091134347,460.777162783732,1.96732202525885,0.00502457898361372,0.0243724187191605,0.0131211699318348,2.62423398636695E-4,0.00957967028687362,0.0828389803109727,18.481170414063513,1.4381110280968679,0.10645007762937936
