"instrumentSettingsID","pressure","target_temp_column_oven","actual_temp_column_oven","target_temp_reservoir_drawer1","actual_temp_reservoir_drawer1","target_temp_reservoir_drawer2","actual_temp_reservoir_drawer2","target_temp_fid","actual_temp_fid","actual_temp_gas_inlet","actual_temp_injection_manifold","actual_temp_fid_flame","actual_temp_ambient","target_flow_channel0","actual_flow_channel0","target_flow_channel1","actual_flow_channel1","target_flow_channel2","actual_flow_channel2","target_flow_channel3","actual_flow_channel3","target_flow_channel4","actual_flow_channel4","target_flow_channel5","actual_flow_channel5","target_flow_channel6","actual_flow_channel6"
1,20.31525,120,119.0331,32,32.01385,32,32.02737,180,180.0382,52.37386,55.09892,229.6507,29.31243,0,0,10,10.01,10,10,0,0,0,0,0,0,0,0
2,21.43116,120,119.9953,32,32.00002,32,32.00071,180,179.9682,53.69228,57.64946,229.3017,29.06224,0,0,10,10,10,9.995,0,0,0,0,0,0,0,0
3,18.08344,30,30.96142,32,31.9866,32,32.00682,180,179.9018,52.53186,55.30007,216.0395,31.79902,0,0,10,9.995,10,9.995,0,0,0,0,0,0,0,0
4,21.63145,30,27.99101,32,31.95921,32,31.97637,180,179.9387,51.90979,54.33578,215.5735,31.43461,0,0,10,10,10,9.995,0,0,0,0,0,0,0,0
5,16.79585,30,29.0029,32,31.87535,32,31.91875,180,179.9303,48.77707,50.41167,215.1893,29.18539,0,0,10,9.97,10,9.98,0,0,0,0,0,0,0,0
6,20.08635,30,29.36608,32,31.8838,32,31.9251,180,179.9813,47.94564,49.33928,215.4799,28.55187,0,0,10,10.005,10,10.005,0,0,0,0,0,0,0,0
7,16.08052,30,29.91312,32,31.97249,32,31.986,180,179.6734,48.33048,47.72362,224.0861,27.54272,2,2.05,10,10.035,10,10.025,0,0,0,0,0,0,0,0
8,22.34678,30,30.00012,32,31.9918,32,31.9992,180,180.0005,51.69906,53.59894,229.7736,27.43439,2,2.01,10,10.005,10,10.015,0,0,0,0,0,0,0,0
9,18.42679,30,29.99944,32,31.99329,32,31.99958,180,180.0034,51.69737,53.59293,229.674,27.45984,2,1.99,10,9.99,10,9.995,0,0,0,0,0,0,0,0
10,22.69013,30,30.00105,32,32.00035,32,31.99865,180,179.8932,51.85777,54.17383,229.6731,27.39823,2,1.995,10,9.99,10,9.99,0,0,0,0,0,0,0,0
11,18.62708,30,30.00033,32,31.99877,32,32.00183,180,179.9552,51.83226,54.18605,229.7373,27.37542,2,2,10,9.995,10,9.995,0,0,0,0,0,0,0,0
12,22.71875,30,30.00293,32,31.99951,32,31.99947,180,179.9809,51.86098,54.25998,229.6607,27.30948,2,2.02,10,10.005,10,10.02,0,0,0,0,0,0,0,0
13,18.45541,30,29.99998,32,32.00058,32,31.99935,180,179.9852,51.8635,54.25205,229.3097,27.35149,2,1.995,10,10,10,10,0,0,0,0,0,0,0,0
14,22.63291,30,30.00187,32,32.00044,32,31.99811,180,179.9936,51.83278,54.26495,229.7054,27.33503,2,2.005,10,10.025,10,10.01,0,0,0,0,0,0,0,0
15,18.77015,30,30.0014,32,32.00058,32,31.99707,180,179.9942,51.8364,54.27119,229.2824,27.29128,2,1.98,10,9.995,10,10.005,0,0,0,0,0,0,0,0
16,22.54707,30,30.00044,32,32.00127,32,31.99653,180,179.9478,51.81264,54.27539,229.7985,27.30462,2,1.98,10,9.985,10,9.95,0,0,0,0,0,0,0,0
17,18.82738,30,30.00005,32,31.99988,32,31.99842,180,179.9514,51.80732,54.27498,229.3631,27.31178,2,2.015,10,10,10,9.99,0,0,0,0,0,0,0,0
18,22.57568,30,30.003,32,32.0016,32,32.00222,180,179.9778,51.83652,54.27903,229.7759,27.32008,2,1.995,10,9.995,10,10,0,0,0,0,0,0,0,0
19,18.56986,30,30.00553,32,32.00271,32,31.99958,180,179.9756,51.83296,54.27946,229.3399,27.30372,2,2,10,10,10,9.995,0,0,0,0,0,0,0,0
20,22.77597,30,29.99976,32,31.99802,32,32.00082,180,180.0279,51.85503,54.26329,229.7524,27.3275,2,1.99,10,10.005,10,10.01,0,0,0,0,0,0,0,0
21,18.56986,30,30.00005,32,32.00016,32,32.00067,180,180.0318,51.84674,54.25225,229.3474,27.35845,2,1.985,10,9.985,10,10.005,0,0,0,0,0,0,0,0
22,22.74736,30,30.0013,32,32.00035,32,31.99962,180,179.9858,51.83177,54.2418,229.7345,27.26591,2,2.02,10,10.015,10,10.005,0,0,0,0,0,0,0,0
23,18.62708,30,30.00083,32,31.99858,32,31.9956,180,179.9801,51.83628,54.24451,229.3466,27.28385,2,1.995,10,10.03,10,10.03,0,0,0,0,0,0,0,0
24,22.6043,30,30.00048,32,31.99793,32,31.9997,180,180.0175,51.83764,54.28073,229.779,27.22257,2,1.985,10,9.985,10,9.98,0,0,0,0,0,0,0,0
25,18.94183,30,29.99898,32,31.99909,32,32.00299,180,180.0194,51.83353,54.27251,229.3648,27.25043,2,2.005,10,10.02,10,10.025,0,0,0,0,0,0,0,0
26,22.63291,30,30.00037,32,31.99765,32,31.99834,180,179.9879,51.83922,54.27311,229.8246,27.30441,2,2,10,9.995,10,10,0,0,0,0,0,0,0,0
27,18.94183,30,29.99934,32,32.00072,32,31.99695,180,179.986,51.82221,54.27275,229.4051,27.25367,2,1.985,10,9.98,10,9.995,0,0,0,0,0,0,0,0
28,22.57568,30,29.99959,32,31.99821,32,32.00148,180,179.9809,51.83503,54.27707,229.8283,27.2342,2,2.01,10,9.995,10,9.975,0,0,0,0,0,0,0,0
29,19.17073,30,29.99962,32,31.99993,32,32.0009,180,179.9796,51.82957,54.27005,229.4315,27.24155,2,2.03,10,10.015,10,9.99,0,0,0,0,0,0,0,0
30,22.91904,30,30.00172,32,31.99974,32,32.00117,180,180.0637,51.84624,54.2761,229.9043,27.27256,2,1.995,10,10,10,9.99,0,0,0,0,0,0,0,0
31,19.14212,30,30.00048,32,31.9996,32,32.00117,180,180.064,51.83216,54.26283,229.5059,27.29401,2,2.02,10,10.01,10,10,0,0,0,0,0,0,0,0
32,22.80459,30,29.99944,32,32.0003,32,31.99715,180,179.9635,51.78448,54.28677,229.9162,27.25738,2,1.995,10,9.99,10,9.985,0,0,0,0,0,0,0,0
33,18.51263,30,30.00311,32,31.9938,32,31.9987,180,180.035,51.81535,54.23911,229.7773,27.23029,0,0,10,10.01,10,10.005,0,0,0,0,0,0,0,0
34,22.69013,30,29.99798,32,31.99157,32,32.0002,180,179.9933,51.8102,54.26756,229.737,27.16779,0,0,10,9.995,10,9.99,0,0,0,0,0,0,0,0
35,19.25657,30,29.99649,32,31.99357,32,31.99947,180,179.9923,51.81409,54.26453,229.3651,27.16961,0,0,10,10.005,10,9.985,0,0,0,0,0,0,0,0
36,22.63291,30,30.00094,32,31.99821,32,31.999,180,180.0017,51.83146,54.26492,229.5773,27.1414,0,0,10,10.005,10,9.995,0,0,0,0,0,0,0,0
