"sea_time","fid_signal","actual_column_temperature","actual_column_pressure"
0,1175.77612304688,0,0
0.00166666666666667,1173.46643066406,0,0
0.00333333333333333,1171.60375976563,0,0
0.005,1172.12536621094,0,0
0.00666666666666667,1172.12536621094,0,0
0.00833333333333333,1176.67016601563,0,0
0.01,1182.48168945313,0,0
0.0116666666666667,1186.65393066406,0,0
0.0133333333333333,1186.65393066406,0,0
0.0150333333333333,1187.9951171875,0,0
0.0166666666666667,1185.90893554688,0,0
0.0183333333333333,1181.14050292969,0,0
0.02,1181.14050292969,0,0
0.0216666666666667,1180.46997070313,0,0
0.0233333333333333,1178.68188476563,0,0
0.025,1179.20336914063,0,0
0.0266666666666667,1179.20336914063,0,0
0.0283333333333333,1180.54455566406,0,0
0.03,1179.94848632813,0,0
0.0317166666666667,1179.94848632813,0,0
0.0333333333333333,1183.97180175781,0,0
0.035,1183.00317382813,0,0
0.0366666666666667,1183.07763671875,0,0
0.0383333333333333,1183.07763671875,0,0
0.0399833333333333,1185.31286621094,0,0
0.04165,1183.07763671875,0,0
0.0433166666666667,1184.86584472656,0,0
0.0449833333333333,1184.86584472656,0,0
0.04665,1185.83435058594,0,0
0.0483666666666667,1182.9287109375,0,0
0.0499833333333333,1180.69348144531,0,0
0.05165,1180.69348144531,0,0
0.0533166666666667,1180.84252929688,0,0
0.0549833333333333,1181.21508789063,0,0
0.05665,1181.21508789063,0,0
0.0583166666666667,1181.14050292969,0,0
0.0599833333333333,1182.63061523438,0,0
0.06165,1178.68188476563,0,0
0.0633166666666667,1178.68188476563,0,0
0.0650833333333333,1177.78784179688,0,0
0.06665,1177.63879394531,0,0
0.06831666666666671,1179.20336914063,0,0
0.0699833333333333,1179.20336914063,0,0
0.07165000000000001,1181.88562011719,0,0
0.07333333333333331,1182.77966308594,0,0
0.0749833333333333,1184.49328613281,0,0
0.07665,1184.49328613281,0,0
0.0783166666666667,1181.88562011719,0,0
0.0799833333333333,1181.58752441406,0,0
0.08165,1181.06604003906,0,0
0.08331666666666671,1181.06604003906,0,0
