"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",3,80.1206777491939,5,500,100,10,0
"injection2",3,159.869890492409,5,500,100,10,0
"injection3",3,318.258899399155,3,100,100,10,0
"injection4",3,630.635008976284,3,100,100,10,0
"injection5",3,937.212356744222,2,100,100,10,0
"injection6",3,1238.07897195457,2,100,100,10,0
"injection7",3,1533.3268144596,2,10,100,10,0
"injection8",3,2247.500605923,2,10,100,10,0
"injection9",3,2592.13812321731,1,10,100,10,0
"injection10",3,2928.75533104517,1,10,100,10,0
"injection11",3,3257.57070784687,1,1,100,10,0
"injection12",3,3578.81075974485,1,1,100,10,0
"injection13",3,3892.70822676264,1,1,100,10,0
"injection14",3,4199.50245874277,1,1,100,10,0
"injection15",3,4792.76784139897,1,1,100,10,0
"injection16",3,5360.63487007703,1,1,100,10,0
"injection17",3,5905.20609925163,1,1,100,10,0
"injection18",3,6428.64808417496,1,1,100,10,0
"injection19",3,6933.17584750818,1,1,100,10,0
"injection20",3,7421.04110373388,1,1,100,10,0
