"instrumentSettingsID","pressure","target_temp_column_oven","actual_temp_column_oven","target_temp_reservoir_drawer1","actual_temp_reservoir_drawer1","target_temp_reservoir_drawer2","actual_temp_reservoir_drawer2","target_temp_fid","actual_temp_fid","actual_temp_gas_inlet","actual_temp_injection_manifold","actual_temp_fid_flame","actual_temp_ambient","target_flow_channel0","actual_flow_channel0","target_flow_channel1","actual_flow_channel1","target_flow_channel2","actual_flow_channel2","target_flow_channel3","actual_flow_channel3","target_flow_channel4","actual_flow_channel4","target_flow_channel5","actual_flow_channel5","target_flow_channel6","actual_flow_channel6"
1,150.5618,150,149.0121,32,32.01428,32,31.9997,180,179.9977,52.7965,56.71941,228.776,28.74832,0,0,10,10.07,10,10.085,0,0,0,0,0,0,0,0
2,150.8765,150,150.0081,32,32.0028,32,32.00303,180,179.9858,53.79022,58.50092,228.2044,28.8105,0,0,10,10.065,10,10.04,0,0,0,0,0,0,0,0
3,132.5069,100,99.87509,32,31.86267,32,31.95435,180,180.1288,53.73545,57.41571,225.7593,28.63562,0,0,10,9.985,10,9.98,0,0,0,0,0,0,0,0
4,135.9405,100,99.9009,32,31.889,32,31.9352,180,180.1092,53.78323,57.6536,226.7757,28.51123,0,0,10,9.99,10,9.995,0,0,0,0,0,0,0,0
5,135.3396,100,99.89845,32,31.88779,32,31.9369,180,180.1095,53.77663,57.65598,226.4743,28.53636,0,0,10,9.975,10,10.025,0,0,0,0,0,0,0,0
6,135.5972,100,99.86662,32,31.94671,32,31.96232,180,180.0392,53.77052,57.79066,227.2162,28.42363,0,0,10,10.01,10,10.01,0,0,0,0,0,0,0,0
7,131.5341,100,99.96534,32,31.99194,32,31.98561,180,179.8515,53.30225,57.73349,228.5626,28.04373,2,1.91,10,9.91,10,9.93,0,0,0,0,0,0,0,0
8,135.3969,100,99.98274,32,31.98447,32,31.99579,180,180.0199,53.20568,57.65753,228.4803,28.19279,2,1.975,10,9.96,10,9.955,0,0,0,0,0,0,0,0
9,134.0807,100,99.98744,32,31.98855,32,31.99587,180,180.0251,53.19825,57.6469,228.1969,28.18241,2,1.95,10,9.945,10,10,0,0,0,0,0,0,0,0
10,135.311,100,99.97919,32,31.99723,32,31.98565,180,179.994,53.11197,57.53391,228.5609,28.15989,2,2.045,10,10.03,10,10,0,0,0,0,0,0,0,0
11,134.1379,100,99.97402,32,31.99422,32,31.98031,180,179.9902,53.10926,57.52609,228.2311,28.15546,2,1.91,10,9.915,10,9.925,0,0,0,0,0,0,0,0
12,135.6258,100,99.97755,32,32.00518,32,31.99142,180,179.9803,53.06416,57.50432,228.6042,28.19799,2,1.98,10,9.945,10,9.97,0,0,0,0,0,0,0,0
13,134.7388,100,99.9784,32,32.00893,32,31.99173,180,179.9812,53.05208,57.47635,228.3044,28.20209,2,2.01,10,10.05,10,10.035,0,0,0,0,0,0,0,0
14,134.9104,100,99.98808,32,31.99779,32,31.98995,180,179.9764,53.03749,57.42806,228.4961,28.18847,2,1.94,10,10.035,10,10.06,0,0,0,0,0,0,0,0
15,134.5099,100,99.98915,32,31.99849,32,31.99154,180,179.9807,53.03435,57.41916,228.2033,28.20095,2,2,10,9.99,10,9.97,0,0,0,0,0,0,0,0
16,135.3396,100,99.99257,32,32.00652,32,31.99788,180,180.0148,53.01516,57.4085,228.608,28.08823,2,2.065,10,10.035,10,10,0,0,0,0,0,0,0,0
17,134.6243,100,99.99396,32,32.00661,32,32.00082,180,180.0161,53.01472,57.40599,228.2919,28.0938,2,2.035,10,10.015,10,10.005,0,0,0,0,0,0,0,0
18,135.3969,100,99.98577,32,32.00772,32,31.99695,180,180.0286,53.0032,57.37823,228.5853,28.17295,2,1.99,10,9.985,10,10.015,0,0,0,0,0,0,0,0
19,134.8246,100,99.98598,32,32.00926,32,31.9968,180,180.0271,53.00687,57.39877,228.3077,28.18079,2,2.08,10,10.025,10,10.01,0,0,0,0,0,0,0,0
20,135.1966,100,99.99129,32,32.00847,32,32.00059,180,179.9496,52.98964,57.356,228.625,28.16382,2,2.055,10,10.015,10,10.015,0,0,0,0,0,0,0,0
21,134.6529,100,99.99072,32,32.00661,32,32.00078,180,179.9458,52.98444,57.35403,228.3301,28.17978,2,2.025,10,10.04,10,10.065,0,0,0,0,0,0,0,0
22,135.1393,100,99.99185,32,31.99626,32,31.98592,180,180.0999,52.97981,57.34394,228.6809,28.0874,2,1.985,10,9.96,10,9.975,0,0,0,0,0,0,0,0
23,134.796,100,99.99193,32,31.99714,32,31.98569,180,180.1012,52.97371,57.34185,228.3764,28.10865,2,1.945,10,9.955,10,9.97,0,0,0,0,0,0,0,0
24,135.168,100,99.99154,32,32.0068,32,32.00438,180,180.0621,52.98028,57.3579,228.7004,28.05609,2,1.96,10,9.97,10,10.01,0,0,0,0,0,0,0,0
25,132.5642,100,99.99082,32,31.9937,32,32.00713,180,180.0482,52.965,57.33823,228.7385,28.08288,2,1.94,10,9.965,10,10.015,0,0,0,0,0,0,0,0
26,135.168,100,99.98759,32,31.99087,32,31.99978,180,179.9802,52.96188,57.34072,228.7204,28.06988,2,2.005,10,10.04,10,10.025,0,0,0,0,0,0,0,0
27,132.3067,100,99.98965,32,31.98976,32,32.00489,180,179.9706,52.95532,57.33295,228.7254,28.12975,2,2.11,10,10.04,10,9.99,0,0,0,0,0,0,0,0
28,135.0535,100,99.9826,32,31.99287,32,31.99734,180,179.9438,52.94445,57.30391,228.7484,28.11637,2,2.025,10,10.035,10,10.02,0,0,0,0,0,0,0,0
29,131.9633,100,99.98737,32,31.98776,32,32.00372,180,179.9546,52.93468,57.31034,228.7373,28.04408,2,1.99,10,9.99,10,9.98,0,0,0,0,0,0,0,0
30,134.9677,100,99.9999,32,31.99654,32,31.99572,180,179.9513,52.93656,57.30404,228.7421,28.14904,2,1.995,10,9.99,10,10.01,0,0,0,0,0,0,0,0
31,131.1049,100,99.99538,32,31.99361,32,31.99838,180,179.9716,52.92405,57.29539,228.7917,28.19036,2,1.955,10,9.96,10,9.97,0,0,0,0,0,0,0,0
32,135.1966,100,99.99524,32,32.00624,32,31.99564,180,180.0111,52.92869,57.29675,228.7781,28.14085,2,2.015,10,9.985,10,9.98,0,0,0,0,0,0,0,0
33,132.3353,100,99.99567,32,32.0016,32,32.00001,180,180.0107,52.92416,57.28435,228.7716,28.15753,2,1.965,10,9.975,10,10.02,0,0,0,0,0,0,0,0
34,135.0535,100,99.99591,32,31.99686,32,31.99823,180,179.9825,52.91195,57.27886,228.7729,28.1659,2,2.005,10,10.045,10,10.025,0,0,0,0,0,0,0,0
