n/nm	Solvent Name	Unit	En. (Stz Max)	En. (Stz Com)	En. (Pol Max)	En. (Pol Com)	Interpolated Retention Volume (Max)	Interpolated Retention Volume (Com)	Column Temperature [Kelvin]																		
1	OCTANE	dG (kJ/Mol)					1326.920667	913.2870008	303.1444492																		
																											
																											
