ID	Injection Name	Solvent	Injection Time [ms]	Duration [min]	Target Fractional Surface Coverage	Actual Fractional Surface Coverage	Column Temperature [Kelvin]	Column Pressure Drop [Torr]	Exit Flow Rate [sccm]	Peak Area [µV•min]	Peak Max (Signal) [µV]	Peak Max (Time) [min]	Peak Com [min]	Peak Com/Max	Ret Volume (Max) [ml/g]	Ret Volume (Com) [ml/g]	Net Ret Time (Max) [min]	Net Ret Volume (Max) [ml/g]	Net Ret Time (Com) [min]	Net Ret Volume (Com) [ml/g]	Partial Pressure [Torr]	Pres Ret Volume (Max) [mMol/(g•Torr)]	Pres Ret Volume (Com) [mMol/(g•Torr)]	Amount  [mMol/g]	Amount  [mMol]	Amount (Max) [mMol/g]	Amount (Com) [mMol/g]
1	colConditioning1	n/a	0	120	n/a	0	392.6759476	23.51991463	9.985000134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	methaneInjection1	Methane	3000	3	n/a	0	302.6568855	21.17364502	10.00500011	9787.701846	123181.7731	0.448166667	0.453414727	1.011710065	1633.237863	1652.363185	0	0	0	0	0	0	0	0	0	0	0
3	methaneInjection2	Methane	3000	3	n/a	0	302.3387245	19.92897511	9.995000362	9848.874719	120985.6602	0.456516667	0.462121704	1.012277837	1661.611239	1682.012231	0	0	0	0	0	0	0	0	0	0	0
4	injection1	OCTANE	1572	45	0.05	0.043793375	303.07414	20.67291546	10.04000044	1028.044548	10683.85614	0.591467	0.607006554	1.026272901	2166.69484	2223.6202	0.139542	511.1780224	0.149197093	546.547097	0.610598448	0.027045146	0.028916435	0.011542952	3.46E-05	0.016513724	0.01765633
5	injection2	OCTANE	2999	40	0.1	0.066321258	303.1490349	21.55992031	9.994999886	1562.082684	11483.98212	0.6298	0.607862632	0.965167723	2296.011412	2216.036107	0	0	0	0	0	0	0	0.017480798	5.24E-05	0	0
6	injection3	OCTANE	5478	30	0.2	0.190643665	303.1494602	20.77305984	10.01249981	4572.299783	50918.04244	0.641467	0.61585007	0.960065086	2343.849804	2250.248363	0.189542	692.5656027	0.158040609	577.4629893	2.856155032	0.036632803	0.030544526	0.050249399	0.000150748	0.098774757	0.086245792
7	injection4	OCTANE	7573	25	0.3	0.278066924	303.1497301	20.84459496	9.992499828	6751.868865	66542.49719	0.669783	0.629878055	0.940421085	2442.312615	2296.802279	0.217858	794.4025775	0.172068595	627.4350035	3.6941557	0.042019366	0.033187734	0.073292212	0.000219877	0.133987014	0.114057135
8	injection5	OCTANE	8525	20	0.35	0.327505442	303.1507801	20.8016758	9.940000057	8006.627567	73834.54404	0.6831	0.636684638	0.932051878	2477.863417	2309.497252	0.231175	838.5596186	0.178875177	648.848276	4.092672758	0.044354868	0.034320255	0.086323097	0.000258969	0.151663185	0.127734342
9	injection6	OCTANE	9438	15	0.4	0.362347885	303.1483606	21.17364025	9.994999886	8900.260444	78703.70221	0.689767	0.639701364	0.927416597	2515.258717	2332.69268	0.237842	867.298905	0.181891903	663.2749815	4.318175616	0.045875373	0.035083622	0.095506785	0.00028652	0.162008213	0.135645799
10	injection7	OCTANE	10334	10	0.45	0.40928508	303.1506895	20.98766041	9.962500095	10115.90537	83523.42036	0.70145	0.646449298	0.921589989	2549.874076	2349.938423	0.249525	907.0601309	0.188639837	685.7335952	4.56905099	0.047978156	0.036271282	0.107878378	0.000323635	0.174044751	0.14474537
