id,injection-name,solvent-name,injection-time,duration,target-surface-coverage,actual-surface-coverage,col-temp,pressure-drop,exit-flow-rate,peak-area,peak-max-signal,peak-max-time,peak-com,peak-com-over-max,ret-vol-max,ret-vol-com,net-ret-time-max,net-ret-vol-max,net-ret-time-com,net-ret-vol-com,partial-pressure,pres-res-vol-max,pres-res-vol-com,amount-mmol-g,amount-mmol,amount-mmol-g-max,amount-mmol-g-com,saturationPressure,bet-value,bet-ordinate
4,injection1,OCTANE,3877,30,0.1,0.094225164,303.142485,21.25948524,10.01500034,2984.948701,2454.405841,0.8264,3.127101217,3.784004377,1132.236562,4284.388104,0.390708333,535.3028314,2.678559142,3669.848249,0.138940575,0.028315144,0.194118683,0.012417821,9.93E-5,0.003934122,0.026970962,18.473071119865,1.9262868013920116,0.007521249395861979
5,injection2,OCTANE,6908,25,0.2,0.178304202,303.1436752,21.91757965,9.989999771,5740.122088,13671.03303,0.608117,1.617695231,2.660171037,830.7361727,2209.900306,0.172425333,235.5467147,1.169153156,1597.156169,0.76344887,0.012459327,0.08448214,0.023498497,1.87988E-4,0.011715075,0.079730759,18.47426700027261,3.67956314243678,0.04132498842788914
6,injection3,OCTANE,9438,20,0.3,0.244777772,303.1490759,22.2037096,9.994999886,7977.643551,28683.32687,0.5798,1.170868907,2.019435852,792.3150389,1600.029395,0.144108333,196.9285956,0.722326832,987.0824626,1.581421838,0.010416422,0.052211146,0.032258968,2.58072E-4,0.020235427,0.122438065,18.47969429935779,4.624801000804647,0.08557619040564746
7,injection4,OCTANE,10631,20,0.35,0.287314349,303.15035,21.98911572,9.989999771,9435.713609,38926.41566,0.574817,1.042403678,1.813453113,785.2262442,1423.970977,0.139125333,190.051552,0.593861603,811.2420407,2.130910244,0.010052623,0.04290999,0.037864813,3.02919E-4,0.025759227,0.146016607,18.480974871202672,5.059561244300373,0.1153029133392966
8,injection5,OCTANE,11835,10,0.4,0.329276314,303.1485199,22.28954983,9.980000019,10893.20902,50330.89834,0.574833,0.937066484,1.630154296,784.3030989,1278.535066,0.139141333,189.8446661,0.488524409,666.5435144,2.73786764,0.01004174,0.035256492,0.04339493,3.47159E-4,0.031854135,0.167415795,18.479135498674776,5.460179540359823,0.14815994180010994
9,injection6,OCTANE,13090,10,0.45,0.369423686,303.1496052,22.01772976,9.994999886,12304.5336,62263.91856,0.576467,0.834206944,1.447102687,787.85767,1140.110951,0.140775333,192.3977021,0.385664869,527.0883249,3.359053267,0.010176745,0.027879978,0.048685904,3.89487E-4,0.038175783,0.184734437,18.480226278838362,5.818934316751992,0.18176472605459595
10,injection7,OCTANE,14431,10,0.5,0.411906608,303.1478952,22.11787033,9.994999886,13814.7615,73343.8803,0.579767,0.794298475,1.370030503,792.3113743,1085.490751,0.144075333,196.8937959,0.3457564,472.5117646,3.929525489,0.010414622,0.024993329,0.054284677,4.34277E-4,0.044117036,0.198992437,18.4785076690009,6.122110605460227,0.21265383327421386
11,injection8,OCTANE,15888,10,0.55,0.459266558,303.14722,22.1464901,9.994999886,15517.04966,85169.77334,0.583133,0.771354488,1.322776258,796.8946565,1054.113332,0.147441333,201.4895584,0.322812413,441.1471942,4.529622656,0.010657737,0.023334364,0.060526188,4.8421E-4,0.050512713,0.212995322,18.477829106633898,6.428993144269004,0.24513824810587612
12,injection9,OCTANE,17482,10,0.6,0.496330012,303.1470598,21.9748106,9.980000019,16861.62884,93751.85647,0.5898,0.757245228,1.283901709,804.8860267,1033.394545,0.154108333,210.3079758,0.308703153,421.2798474,4.966197645,0.011124191,0.022283498,0.065410736,5.23286E-4,0.055369257,0.22272374,18.47766811196472,6.638235990313636,0.26876755307582734
13,injection10,OCTANE,19229,10,0.65,0.529611304,303.1496395,22.0892601,9.994999886,18077.22584,101570.1755,0.5915,0.741393906,1.253413197,808.365518,1013.216009,0.155808333,212.9333628,0.292851831,400.2220156,5.347028834,0.011262964,0.021169469,0.069796838,5.58375E-4,0.059658545,0.230785734,18.480260752922852,6.824459414073327,0.2893373045699211
14,injection11,OCTANE,21136,5,0.7,0.562335565,303.1518654,22.00341988,10.01499987,19279.15714,108825.8602,0.5948,0.728839139,1.225351612,814.5537296,998.1147257,0.159108333,217.8922097,0.280297064,383.8551088,5.69235954,0.011525174,0.020303603,0.074109529,5.92876E-4,0.063638541,0.237797192,18.482498066549184,6.993536737442354,0.307986481021329
