"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",5,1722.87355370775,10,100,100,10,0
"injection2",5,2531.39821681167,10,100,100,10,0
"injection3",5,3307.46647745046,10,100,100,10,0
"injection4",5,6135.15045060729,10,10,100,10,0
"injection5",5,8645.24851494941,10,10,100,10,0
"injection6",5,11010.5006158876,10,1,100,10,0
"injection7",5,13399.6584741651,5,1,100,10,0
"injection8",5,15968.302402637,5,1,100,10,0
"injection9",5,22163.1200660925,5,1,100,10,0
"injection10",5,30340.6600008867,5,1,100,10,0
"injection11",5,56547.9755921764,10,1,100,10,0
"injection12",5,27229.4857895417,10,1,100,10,0
"injection13",4,630.589878295689,15,100,100,10,0
"injection14",4,937.629608211111,15,100,100,10,0
"injection15",4,1239.36817400781,15,100,100,10,0
"injection16",4,2396.34343509174,10,10,100,10,0
"injection17",4,3480.60995395057,10,10,100,10,0
"injection18",4,4501.77945278999,10,10,100,10,0
"injection19",4,5469.34056767045,10,10,100,10,0
"injection20",4,6392.60849374645,10,1,100,10,0
"injection21",4,8142.37951814931,10,1,100,10,0
"injection22",4,9820.387303909731,10,1,100,10,0
"injection23",4,14102.0387659059,10,1,100,10,0
"injection24",4,19100.5193245997,10,1,100,10,0
"injection25",3,245.339655962955,10,100,100,10,0
"injection26",3,366.697609368903,8,100,100,10,0
"injection27",3,487.187157539916,8,10,100,10,0
"injection28",3,960.55754255847,8,10,100,10,0
"injection29",3,1420.42885419226,8,10,100,10,0
"injection30",3,1867.14044953863,8,10,100,10,0
"injection31",3,2301.05232746937,8,1,100,10,0
"injection32",3,2722.54361637145,8,1,100,10,0
"injection33",3,3529.87298213079,8,1,100,10,0
"injection34",3,4292.50933604575,8,1,100,10,0
"injection35",3,6027.79613400319,5,1,100,10,0
"injection36",3,7568.15279186037,5,1,100,10,0
"injection37",2,105.254296561996,8,10,100,10,0
"injection38",2,157.538636856875,8,10,100,10,0
"injection39",2,209.595746278543,8,1,100,10,0
"injection40",2,415.571449532035,5,1,100,10,0
"injection41",2,617.989626880606,5,1,100,10,0
"injection42",2,816.912516604344,5,1,100,10,0
"injection43",2,1012.40210817523,5,1,100,10,0
"injection44",2,1204.51995579436,5,1,100,10,0
"injection45",2,1578.88586823644,5,1,100,10,0
"injection46",2,1940.49758067191,5,1,100,10,0
"injection47",2,2791.8787223785,5,1,100,10,0
"injection48",2,3573.93473532751,5,1,100,10,0
"injection49",9,95.6902865414565,5,10,100,10,0
"injection50",9,143.207724974882,5,10,100,10,0
"injection51",9,190.507840186068,5,10,100,10,0
"injection52",9,377.552255462711,2,10,100,10,0
"injection53",9,561.188203201767,2,10,100,10,0
"injection54",9,741.470545151227,1,1,100,10,0
"injection55",9,918.454071518943,1,1,100,10,0
"injection56",9,1092.19332917052,1,1,100,10,0
"injection57",9,1430.15726520472,1,1,100,10,0
"injection58",9,1755.7970004745,1,1,100,10,0
"injection59",9,2518.80787472318,1,1,100,10,0
"injection60",9,3214.16466854071,1,1,100,10,0
"injection61",8,55.3158504633452,1,10,100,10,0
"injection62",8,61.4069291670471,1,10,100,10,0
"injection63",8,121.721866805838,1,10,100,10,0
"injection64",8,180.972926965592,1,10,100,10,0
"injection65",8,239.186898749789,1,1,100,10,0
"injection66",8,296.389324038144,1,1,100,10,0
"injection67",8,352.604509186468,1,1,100,10,0
"injection68",8,462.164998522927,1,1,100,10,0
"injection69",8,568.041517264588,1,1,100,10,0
"injection70",8,817.617149911118,1,1,100,10,0
"injection71",8,1047.23555758706,1,1,100,10,0
