"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",4,461.137453101979,40,500,50,10,0
"injection2",4,687.279097692174,40,100,50,10,0
"injection3",4,910.5473323179619,35,100,50,10,0
"injection4",4,1348.69752721909,35,100,50,10,0
"injection5",4,1776.05581652063,30,100,50,10,0
"injection6",4,2193.08960957082,30,100,50,10,0
"injection7",4,2600.26522953496,25,10,50,10,0
"injection8",4,2998.04842336995,20,10,50,10,0
"injection9",4,3386.90289993066,20,10,50,10,0
"injection10",4,3767.29133096257,15,10,50,10,0
"injection11",4,4139.67330518514,15,10,50,10,0
"injection12",4,4504.50685862238,10,10,50,10,0
"injection13",4,4862.24701876146,10,10,50,10,0
"injection14",4,5213.34577818359,10,10,50,10,0
"injection15",4,5558.25204004806,10,1,50,10,0
"injection16",4,5897.41053997636,10,1,50,10,0
"injection17",4,6231.26183247144,10,1,50,10,0
"injection18",4,6560.24371126159,8,1,50,10,0
"injection19",4,6884.7879321057,8,1,50,10,0
"injection20",4,7205.32144608925,8,1,50,10,0
"injection21",4,7522.26751841233,8,1,50,10,0
"injection22",4,8762.423319800429,5,1,50,10,0
"injection23",4,9977.441836241789,5,1,50,10,0
"injection24",4,11191.3177629568,5,1,50,10,0
"injection25",4,12426.0870659247,5,1,50,10,0
"injection26",4,13701.6014908681,5,1,50,10,0
"injection27",3,178.898869303259,20,500,50,10,0
"injection28",3,267.651816138497,20,100,50,10,0
"injection29",3,355.942790528248,15,100,50,10,0
"injection30",3,531.146032925004,15,100,50,10,0
"injection31",3,704.5232694560819,10,100,50,10,0
"injection32",3,876.089601806461,10,100,50,10,0
"injection33",3,1045.86039460678,10,10,50,10,0
"injection34",3,1213.85161756719,10,10,50,10,0
"injection35",3,1380.07936502601,8,10,50,10,0
"injection36",3,1544.56041060385,8,10,50,10,0
"injection37",3,1707.31146031134,5,10,50,10,0
"injection38",3,1868.34994366471,5,10,50,10,0
"injection39",3,2027.69351510197,5,10,50,10,0
"injection40",3,2185.36017003544,5,10,50,10,0
"injection41",3,2341.3683532928,5,1,50,10,0
"injection42",3,2495.73660260665,5,1,50,10,0
"injection43",3,2648.48366672091,5,1,50,10,0
"injection44",3,2799.62928804255,5,1,50,10,0
"injection45",3,2949.19282971054,5,1,50,10,0
"injection46",3,3097.19396170274,5,1,50,10,0
"injection47",3,3243.65330448567,3,1,50,10,0
"injection48",3,3814.48347603562,3,1,50,10,0
"injection49",3,4362.32643581606,3,1,50,10,0
"injection50",3,4888.59643969359,3,1,50,10,0
"injection51",3,5394.76389825667,3,1,50,10,0
"injection52",3,5882.34537603771,3,1,50,10,0
"injection53",2,76.69191167650099,8,100,50,10,0
"injection54",2,114.855944640513,8,100,50,10,0
"injection55",2,152.899200126892,5,100,50,10,0
"injection56",2,228.624890207879,5,100,50,10,0
"injection57",2,303.87200202445,3,100,50,10,0
"injection58",2,378.643564773489,3,100,50,10,0
"injection59",2,452.942547288495,3,10,50,10,0
"injection60",2,526.7720105405079,3,10,50,10,0
"injection61",2,600.134900225986,3,10,50,10,0
"injection62",2,673.034293833325,3,10,50,10,0
"injection63",2,745.473073504946,3,10,50,10,0
"injection64",2,817.454279471991,3,10,50,10,0
"injection65",2,888.9808924163671,3,10,50,10,0
"injection66",2,960.055887919358,3,10,50,10,0
"injection67",2,1030.68228887819,3,1,50,10,0
"injection68",2,1100.86300744354,3,1,50,10,0
"injection69",2,1170.60090008634,3,1,50,10,0
"injection70",2,1239.89912944796,3,1,50,10,0
"injection71",2,1308.76054080388,3,1,50,10,0
"injection72",2,1377.18797670904,3,1,50,10,0
"injection73",2,1445.18457992691,2,1,50,10,0
"injection74",2,1712.92003316574,2,1,50,10,0
"injection75",2,1973.99432127534,2,1,50,10,0
"injection76",2,2228.5926843605,2,1,50,10,0
"injection77",2,2476.89937523206,2,1,50,10,0
"injection78",2,2719.09649784777,2,1,50,10,0
"injection79",1,58.8655657573517,2,10,50,10,0
"injection80",1,88.0013449186319,2,10,50,10,0
"injection81",1,116.941259901868,2,10,50,10,0
"injection82",1,145.686908334328,2,10,50,10,0
"injection83",1,174.239857391975,2,10,50,10,0
"injection84",1,202.601702461835,2,10,50,10,0
"injection85",1,230.773987487665,2,10,50,10,0
"injection86",1,258.758299921781,2,10,50,10,0
"injection87",1,286.556145166652,2,10,50,10,0
"injection88",1,314.169082307746,2,10,50,10,0
"injection89",1,341.598640608935,2,1,50,10,0
"injection90",1,368.846340465984,2,1,50,10,0
"injection91",1,395.913713540142,2,1,50,10,0
"injection92",1,422.802242226479,2,1,50,10,0
"injection93",1,449.513380849938,2,1,50,10,0
"injection94",1,476.04869427634,2,1,50,10,0
"injection95",1,502.409619132578,2,1,50,10,0
"injection96",1,528.597584417402,2,1,50,10,0
"injection97",1,554.614127434596,2,1,50,10,0
"injection98",1,656.994494847951,1,1,50,10,0
"injection99",1,756.746038243365,1,1,50,10,0
"injection100",1,853.958002041908,1,1,50,10,0
"injection101",1,948.717685379624,1,1,50,10,0
"injection102",1,1041.11004476315,1,1,50,10,0
"injection103",8,66.9803199047313,2,10,50,10,0
"injection104",8,89.0167630367463,2,10,50,10,0
"injection105",8,110.910347462086,2,10,50,10,0
"injection106",8,132.662406276802,2,10,50,10,0
"injection107",8,154.27427753685,2,10,50,10,0
"injection108",8,175.747243984602,2,10,50,10,0
"injection109",8,197.082605812759,1,1,50,10,0
"injection110",8,218.281585351352,1,1,50,10,0
"injection111",8,239.34543093817,1,1,50,10,0
"injection112",8,260.275353645231,1,1,50,10,0
"injection113",8,281.072543632147,1,1,50,10,0
"injection114",8,301.738185894708,1,1,50,10,0
"injection115",8,322.27341442062,1,1,50,10,0
"injection116",8,342.679328701151,1,1,50,10,0
"injection117",8,362.957100005404,1,1,50,10,0
"injection118",8,383.107789316599,1,1,50,10,0
"injection119",8,403.132439777329,1,1,50,10,0
"injection120",8,423.032165720501,1,1,50,10,0
"injection121",8,501.401942345009,1,1,50,10,0
"injection122",8,577.852351203183,1,1,50,10,0
"injection123",8,652.442831841945,1,1,50,10,0
"injection124",8,725.229154539555,1,1,50,10,0
"injection125",8,796.263399212417,1,1,50,10,0
"injection126",9,69.72747627323,2,10,50,10,0
"injection127",9,104.417334672595,2,10,50,10,0
"injection128",9,138.991715351433,2,10,50,10,0
"injection129",9,207.795369314643,2,10,50,10,0
"injection130",9,276.141088759581,2,10,50,10,0
"injection131",9,344.031535347408,2,10,50,10,0
"injection132",9,411.469318731624,2,10,50,10,0
"injection133",9,478.457134971991,2,10,50,10,0
"injection134",9,544.997578267589,2,10,50,10,0
"injection135",9,611.0933650858969,2,1,50,10,0
"injection136",9,676.747037473074,1,1,50,10,0
"injection137",9,741.9612835061801,1,1,50,10,0
"injection138",9,806.738739929246,1,1,50,10,0
"injection139",9,871.082041509782,1,1,50,10,0
"injection140",9,934.993868442857,1,1,50,10,0
"injection141",9,998.476803286675,1,1,50,10,0
"injection142",9,1061.53338091758,1,1,50,10,0
"injection143",9,1124.16641558697,1,1,50,10,0
"injection144",9,1186.37843710388,1,1,50,10,0
"injection145",9,1248.17197549046,1,1,50,10,0
"injection146",9,1309.54983434517,1,1,50,10,0
"injection147",9,1550.95567680748,1,1,50,10,0
"injection148",9,1785.91817357742,1,1,50,10,0
"injection149",9,2014.60355408169,1,1,50,10,0
"injection150",9,2237.17774220358,1,1,50,10,0
"injection151",9,2453.80529393103,1,1,50,10,0
