n/nm	Solvent Name	Unit	En. (Stz Max)	En. (Stz Com)	En. (Pol Max)	En. (Pol Com)	Interpolated Retention Volume (Max)	Interpolated Retention Volume (Com)	Column Temperature [Kelvin]
0.005	NONANE	dG (kJ/Mol)					1174.61676601028	1252.8982017726	323.149320323651
0.005	OCTANE	dG (kJ/Mol)					392.180301051936	369.887481402034	323.150794630784
0.005	HEPTANE	dG (kJ/Mol)					78.2851100483871	22.4097535365207	323.151108609713
0.005	DICHLOROMETHANE	dG (kJ/Mol)	1.95589984693717	11.4537606185586	2.31755464912176	12.1195714320946	-60.624229556689	-50.1443665716773	323.150469525655
0.005	ETHYL ACETATE	dG (kJ/Mol)	6.01374980175217	7.69618579593854	4.33274744322783	5.30946369570258	11.6643143987804	-69.7866465628395	323.15204556783
0.0075	NONANE	dG (kJ/Mol)					1197.09920267748	1259.74677021938	323.149320323651
0.0075	OCTANE	dG (kJ/Mol)					376.519266505286	351.753271463127	323.150794630784
0.0075	HEPTANE	dG (kJ/Mol)					86.0226518528151	31.5065259767266	323.151108609713
0.0075	DICHLOROMETHANE	dG (kJ/Mol)	1.43331670788723	9.08113817216783	1.7566244261104	9.64211824363274	-56.8742171246896	-48.3312242915862	323.150469525655
0.0075	ETHYL ACETATE	dG (kJ/Mol)	5.55349303272437	5.62906562218666	3.89484861381369	3.39867813439175	11.6468940870535	-66.2514125035031	323.15204556783
0.01	NONANE	dG (kJ/Mol)					1219.61132402817	1269.08759563077	323.149320323651
0.01	OCTANE	dG (kJ/Mol)					387.615396777908	362.892814214947	323.150794630784
0.01	HEPTANE	dG (kJ/Mol)					93.7956956091198	38.9364110616688	323.151108609713
0.01	DICHLOROMETHANE	dG (kJ/Mol)	0.879205882162115	7.5531005929557	1.18809295219902	8.06829557662249	-53.1242046926903	-46.5180820114951	323.150469525655
0.01	ETHYL ACETATE	dG (kJ/Mol)	5.05825963238212	4.2900243994417	3.43713073734818	2.17053583755357	11.6294737753267	-62.7161784441666	323.15204556783
0.015	NONANE	dG (kJ/Mol)					1243.51232310701	1274.8949590598	323.149320323651
0.015	OCTANE	dG (kJ/Mol)					394.63707291728	378.526907939958	323.150794630784
0.015	HEPTANE	dG (kJ/Mol)					96.8762014972918	48.1146282937656	323.151108609713
0.015	DICHLOROMETHANE	dG (kJ/Mol)	0.735428710136037	5.99582018212012	1.04049629826495	6.46885102693195	-45.6241798286917	-42.8917974513129	323.150469525655
0.015	ETHYL ACETATE	dG (kJ/Mol)	4.9182162937198	2.92492738098751	3.30329306400369	0.921475683105432	11.594633151873	-55.6457103254937	323.15204556783
0.02	NONANE	dG (kJ/Mol)					1273.81549563506	1280.39034249436	323.149320323651
0.02	OCTANE	dG (kJ/Mol)					403.562473842028	387.002612756442	323.150794630784
0.02	HEPTANE	dG (kJ/Mol)					101.923969010269	58.3805120216606	323.151108609713
0.02	DICHLOROMETHANE	dG (kJ/Mol)	0.479477091960242	4.59377021063798	0.777046259076242	5.02312522124682	-38.1241549646931	-39.2655128911307	323.150469525655
0.02	ETHYL ACETATE	dG (kJ/Mol)	4.67865628803254	1.69756590654709	3.07692898326499	-0.204391752327816	11.5597925284193	-48.5752422068208	323.15204556783
0.025	NONANE	dG (kJ/Mol)					1294.34802627735	1286.86381754321	323.149320323651
0.025	OCTANE	dG (kJ/Mol)					408.630766428078	393.939956994127	323.150794630784
0.025	HEPTANE	dG (kJ/Mol)					101.953332918824	65.9808910591363	323.151108609713
0.025	DICHLOROMETHANE	dG (kJ/Mol)	0.554468713305168	3.71534236866488	0.855028632422091	4.11811301308815	-30.6241301006945	-35.6392283309485	323.150469525655
0.025	ETHYL ACETATE	dG (kJ/Mol)	4.73093412060449	0.927617930075852	3.12023085022018	-0.910912780146765	11.5249519049656	-41.5047740881479	323.15204556783
0.03	NONANE	dG (kJ/Mol)					1319.18372272384	1295.1138718929	323.149320323651
0.03	OCTANE	dG (kJ/Mol)					417.908002750469	395.435984094504	323.150794630784
0.03	HEPTANE	dG (kJ/Mol)					114.922386940945	77.1666975807666	323.151108609713
