"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",6,1596.45472591664,60,500,100,10,0
"injection2",6,2371.52711847321,60,500,100,10,0
"injection3",6,3129.57185826296,50,500,100,10,0
"injection4",6,5982.51271821035,5,100,100,10,0
"injection5",6,8561.834453666601,5,100,100,10,0
"injection6",6,10928.8092827869,3,10,100,10,0
"injection7",6,13179.3433380319,3,10,100,10,0
"injection8",6,20384.5854151857,3,1,100,10,0
"injection9",6,26653.7607983024,3,1,100,10,0
"injection10",5,576.082987233351,40,500,100,10,0
"injection11",5,858.192722397123,40,100,100,10,0
"injection12",5,1136.43084785846,40,100,100,10,0
"injection13",5,2212.00785553886,40,10,100,10,0
"injection14",5,3231.25532128959,30,10,100,10,0
"injection15",5,4199.1722010132,30,1,100,10,0
"injection16",5,5121.12084189786,20,1,100,10,0
"injection17",5,7668.29961091049,20,1,100,10,0
"injection18",5,9243.396324524379,20,1,100,10,0
"injection19",4,207.408499930578,40,500,100,10,0
"injection20",4,310.213753888728,30,100,100,10,0
"injection21",4,412.426619139374,30,100,100,10,0
"injection22",4,815.45835311298,30,10,100,10,0
"injection23",4,1209.42854567835,30,10,100,10,0
"injection24",4,1594.67051577422,20,10,100,10,0
"injection25",4,1971.51743610429,20,10,100,10,0
"injection26",4,3055.01102476622,20,1,100,10,0
"injection27",4,3741.44466462734,20,1,100,10,0
"injection28",3,80.1206777491936,40,500,100,10,0
"injection29",3,120.04164009858,30,100,100,10,0
"injection30",3,159.869890492408,30,100,100,10,0
"injection31",3,318.258899399154,30,10,100,10,0
"injection32",3,475.177146398748,20,10,100,10,0
"injection33",3,630.635008976281,20,10,100,10,0
"injection34",3,784.643147130796,10,1,100,10,0
"injection35",3,1238.07897195457,10,1,100,10,0
"injection36",3,1533.3268144596,10,1,100,10,0
"injection37",2,51.425998578942,30,100,100,10,0
"injection38",2,68.51953093053331,30,100,100,10,0
"injection39",2,136.652223332241,30,100,100,10,0
"injection40",2,204.400232801144,20,10,100,10,0
"injection41",2,271.765711915072,20,10,100,10,0
"injection42",2,338.750822652798,10,1,100,10,0
"injection43",2,537.44526948278,10,1,100,10,0
"injection44",2,668.045631746146,10,1,100,10,0
"injection45",1,52.6129095718415,30,100,100,10,0
"injection46",1,78.68210394148019,1,1,100,10,0
"injection47",1,104.594650222629,1,1,100,10,0
"injection48",1,130.351690056341,1,1,100,10,0
"injection49",1,206.701004680937,1,1,100,10,0
"injection50",1,256.843586207641,1,1,100,10,0
