id,injection-name,solvent-name,injection-time,duration,target-surface-coverage,actual-surface-coverage,col-temp,pressure-drop,exit-flow-rate,peak-area,peak-max-signal,peak-max-time,peak-com,peak-com-over-max,ret-vol-max,ret-vol-com,net-ret-time-max,net-ret-vol-max,net-ret-time-com,net-ret-vol-com,partial-pressure,pres-res-vol-max,pres-res-vol-com,amount-mmol-g,amount-mmol,amount-mmol-g-max,amount-mmol-g-com,saturationPressure,bet-value,bet-ordinate
4,injection1,NONANE,1010,40,0.005,0.00507794096213762,323.136120223999,21.3596305847168,9.98750019073486,256.061117276399,23.4783407588707,0.436517,9.67688376986132,22.168400703435,254.286952401982,5637.13505450244,0.00499616666666675,2.91044792152209,9.2384102878248,5381.70838049855,0.00132713686237775,1.44424330656992E-4,0.267054986587131,4.243103037053E-4,8.486206074106E-6,1.91670853039126E-7,3.54418516981577E-4,18.103574406362345,0.20685537744287052,7.33080016458705E-5
5,injection2,NONANE,1494,35,0.0075,0.00811993317576018,323.148846054077,21.8174352645874,10.0174999237061,409.728286850197,40.1033310287218,4.371867,8.78481541860131,2.00939676769703,2553.75569135745,5131.50843170155,3.94034616666667,2301.68974697618,8.33848394354739,4870.79108951092,0.00225859501929614,0.114211598735131,0.241692364563341,6.78497709517121E-4,1.35699541903424E-5,1.0671952782862E-4,5.79850696632644E-4,18.115525670474536,0.21504304059073975,1.2467731052250366E-4
6,injection3,NONANE,1965,30,0.01,0.0107920441893652,323.145944976807,21.7745151519775,10.0050001144409,544.873308729724,56.5442641753803,4.096967,8.1584077993194,1.99132865832685,2390.23678200643,4759.74700419637,3.66544616666667,2138.48055159613,7.72203055209093,4505.15746340773,0.00318670066724951,0.106113986764255,0.223551352424559,9.01778020212132E-4,1.80355604042426E-5,2.04919273689181E-4,7.86729041931713E-4,18.112800581014003,0.22366956763512877,1.7593638559626379E-4
7,injection4,NONANE,3730,20,0.02,0.0206742917631956,323.155519866943,21.8460502624512,10.0100002288818,1045.93835539198,151.474830229544,2.34255,6.24437298289863,2.66563060890851,1367.34103983289,3644.82612859534,1.91102916666667,1115.46332325926,5.80641546068528,3389.19133154689,0.008515147104711,0.0553489967986211,0.168170782712596,0.00172753387295009,3.45506774590018E-5,4.99877981486265E-4,0.00168292300437346,18.121795949302836,0.2793384945578824,4.6988428346355954E-4
8,injection5,NONANE,5336,15,0.03,0.0285754611827205,323.149824523926,21.7888250350952,9.99499988555908,1447.88861181192,424.838312361582,1.3462,4.42023201996671,3.28348835237462,784.61189297283,2576.26401171089,0.914679166666667,533.106635285354,3.97278549979008,2315.4767132412,0.0238818391742683,0.0264530772801848,0.114895370610144,0.00238775178824746,4.77550357649493E-5,9.05857714466821E-4,0.00344624117665842,18.116444861832974,0.3830204904806664,0.001318240932832337
9,injection6,NONANE,6822,10,0.04,0.0332473716061192,323.153158569336,21.7745151519775,9.98000001907349,1686.0725590334,1113.53785000092,1.00965,2.72103804645853,2.69503099733425,587.587364092223,1583.56615987047,0.578129166666667,336.454606196702,2.28844928987613,1331.81190124997,0.0626354524654287,0.0166949110813573,0.0660846392320238,0.00277813437548451,5.55626875096901E-5,0.00155224578589925,0.00600488448397114,18.11957721804521,0.5776587608593962,0.0034567833295277065
10,injection7,NONANE,8226,10,0.05,0.043527824905907,323.153795623779,21.6600646972656,9.99249982833862,2211.4150635222,2516.06470937941,0.8747,2.19877803501899,2.51375104037841,509.727103654545,1281.32703712068,0.443179166666667,258.260469904007,1.76059549898506,1025.97832903268,0.141093201089689,0.0128148849849419,0.0509090465470134,0.00363716410709935,7.2743282141987E-5,0.00255839388393582,0.0100019582319073,18.12017578684015,0.7846094287929185,0.007786524962531462
11,injection8,NONANE,9586,10,0.06,0.0534255339752472,323.149164581299,21.4883842468262,10.0050001144409,2718.61354904828,4219.15362903537,0.831383,1.97289880422935,2.37303241012788,485.137980312713,1151.24815066605,0.399862166666667,233.332079126146,1.53272726191269,894.394290254381,0.235927477395942,0.0115781041124801,0.0443804823106839,0.0044642119149633,8.9284238299266E-5,0.00365556386622508,0.0142075632703276,18.11582489607149,0.9287394694999016,0.013023280957363641
12,injection9,NONANE,10935,10,0.07,0.0643634610194917,323.150518798828,21.7745151519775,10.0174999237061,3280.47564163416,6646.57059787526,0.81305,1.75052575191692,2.15303579351444,474.945864374207,1022.57544597932,0.381529166666667,222.871532927214,1.33336031497387,778.886867126905,0.370607477585042,0.0110589980077781,0.0386487596630571,0.00537817983634221,1.07563596726844E-4,0.00514173689552904,0.0194014103247252,18.117097099553703,1.0763869342870716,0.020456228475707154
13,injection10,NONANE,12304,5,0.08,0.0659418812714111,323.150595092773,21.5885305404663,10.0100002288818,3361.65781261653,9129.85286715259,0.811383,1.2460581482823,1.53572129103308,473.675016617358,727.432808049726,0.379862166666667,221.758673903864,0.807479163236518,471.396006650655,0.509329352356533,0.0110037747831499,0.0233909023694321,0.00551007187318555,1.10201437463711E-4,0.00667222765805983,0.0226547993397835,18.117168775241684,1.276828053861513,0.028113076533932024
14,injection11,NONANE,13721,5,0.09,0.0816744552285679,323.151214981079,21.9748096466064,10.0050001144409,4171.93496668945,14520.8703827907,0.826383,1.1177592265101,1.35259223206443,482.069854329751,652.043940278854,0.394862166666667,230.342525397219,0.682658128884174,398.228067068434,0.808890285620036,0.0114296878031318,0.0197602352113996,0.00682467818381449,1.3649356367629E-4,0.0100934211621245,0.0285695355520452,18.1177511491167,1.6357538557498663,0.044646285234990216
15,injection12,NONANE,15211,5,0.1,0.0918615085146184,323.148239517212,21.9748106002808,10.0174999237061,4697.40106103011,17544.5706223802,0.84805,1.08947771670865,1.28468571040464,495.32278826014,636.334108115584,0.416529166666667,243.283283090626,0.653603951876838,381.752174826345,0.975056365755692,0.0120719245053101,0.0189428692990995,0.00767590345521791,1.53518069104358E-4,0.0120973164854598,0.031713982585517,18.114955899182277,1.7937861507948862,0.053826041376104417
16,injection13,OCTANE,396,30,0.005,0.00484428187617556,323.148064041138,21.4597749710083,10.0050001144409,261.959226023445,113.467407344564,1.3812,2.42673887100521,1.75697862076833,805.985745023796,1416.09972265084,0.949679166666667,554.175985142927,0.415905815868725,242.697769231599,0.00654027270846324,0.0274987011154457,0.0120428773465597,4.43336897461905E-4,8.86673794923809E-6,1.79600472656553E-4,7.86548591697715E-5,50.42919861427681,1.6490907707691025,1.2969218008972386E-4
17,injection14,OCTANE,590,20,0.0075,0.0078111975260012,323.150555038452,21.6171445846558,9.99749994277954,422.830548148694,190.955202179286,1.301233,2.47225977001978,1.89993626815473,758.680247738634,1441.44411861125,0.869712166666667,507.083237258793,2.03366631123057,1185.72343371412,0.011001730024864,0.0251617234739682,0.0588361889401056,7.14861803081827E-4,1.42972360616365E-5,2.92085838232745E-4,3.41681763065472E-4,50.43501892653314,0.6385600461834526,2.1813672838885657E-4
18,injection15,OCTANE,782,15,0.01,0.0104065311172484,323.150839233398,21.4740791320801,10.0025000572205,563.82340561396,269.423426021024,1.23125,2.32985418244556,1.89226735630096,718.303796648429,1359.22282630487,0.799729166666667,466.557154686011,1.89126072365635,1103.35005746551,0.0155009856402511,0.02315077865771,0.05474873272396,9.52380422277158E-4,1.90476084455432E-5,3.9624710910903E-4,5.88010306209075E-4,50.43568299468676,0.5228413974073931,3.073416422631588E-4
19,injection16,OCTANE,1529,10,0.02,0.021043589919495,323.152864837646,21.6314496994019,9.98250007629395,1144.31237581234,701.907045495347,0.939683,1.97869569914178,2.10570554021067,547.05630484383,1151.93949191683,0.508162166666667,295.837337866176,1.54010224035257,896.603046654012,0.0403167160638764,0.0146794915229866,0.0444895729449653,0.00192585817771092,3.85171635542184E-5,7.60529413499358E-4,0.00169205155507355,50.44041636274973,0.47275938997082345,7.992938792164752E-4
