id,injection-name,solvent-name,injection-time,duration,target-surface-coverage,actual-surface-coverage,col-temp,pressure-drop,exit-flow-rate,peak-area,peak-max-signal,peak-max-time,peak-com,peak-com-over-max,ret-vol-max,ret-vol-com,net-ret-time-max,net-ret-vol-max,net-ret-time-com,net-ret-vol-com,partial-pressure,pres-res-vol-max,pres-res-vol-com,amount-mmol-g,amount-mmol,amount-mmol-g-max,amount-mmol-g-com,saturationPressure,bet-value,bet-ordinate
4,injection1,OCTANE,1065,15,0.05,0.0313611799221279,303.065804862976,19.3567152023315,9.99000024795532,489.134082783096,63.8292662211373,5.173267,6.64693056892768,1.28486130117152,5661.709119734,7274.51094643608,4.727592,5173.95501542479,6.19610099646819,6781.11559262202,0.003678683967866,0.273748500045297,0.358781670227113,0.0016532208906099,1.6532208906099E-5,0.001007034218344,0.00131984437822867,18.39616300452593,0.19861308503142291,1.999701767678917E-4
5,injection2,OCTANE,2063,15,0.1,0.080112054188385,303.271954917908,20.072039604187,9.98000001907349,1255.53479564566,259.534068235151,2.2359,4.78658097632487,2.140784908236,2445.07354151019,5234.37653719216,1.790225,1957.70462938865,4.33575140386538,4741.37083060821,0.0149006977390123,0.10350967718555,0.250690403815666,0.00422314855189684,4.22314855189684E-5,0.00216862124116715,0.00413309554214229,18.60354373828731,0.3696368070781037,8.009601798793683E-4
6,injection3,OCTANE,2999,10,0.15,0.116453824100622,303.145904922485,20.3438653945923,10.0199999809265,1831.63325477413,894.386171631468,1.23625,2.81553708537786,2.27748196997198,1356.51680967203,3089.44257599196,0.790575,867.484955960741,2.36470751291836,2594.75469462609,0.0509619746928858,0.0458855860804118,0.137249457849049,0.0061389238310743,6.1389238310743E-5,0.00382331406900368,0.00908248625340584,18.476507540836433,0.7234123472838917,0.002758203874853004
7,injection4,OCTANE,3877,10,0.2,0.15301120969014,303.14232006073,20.7444448471069,10.0075001716614,2415.25732416358,2048.19309407595,0.91635,2.19066805473343,2.39064555544654,1003.96619870891,2400.12733076201,0.470675,515.678278580583,1.73983848227394,1906.19198714034,0.116433724598571,0.0272771068828815,0.100829150135309,0.00806606540268425,8.06606540268425E-5,0.00560919398899035,0.0156839471542676,18.472905398567857,1.1308086499574637,0.006302945967968727
8,injection5,OCTANE,4702,10,0.25,0.207582579342459,303.144745254517,20.0577354431152,10,3294.10224075546,4189.58101391564,0.7814,1.92401414886497,2.46226535559889,855.863049860973,2107.36193680988,0.335725,367.717714889398,1.47318457640548,1613.57082745142,0.23708172611281,0.0194504899372275,0.0853500983812749,0.0109428235017873,1.09428235017873E-4,0.00795585672838966,0.0259812659530121,18.475342217731686,1.63390842671169,0.012832332052029386
9,injection6,OCTANE,5478,5,0.3,0.221565883630428,303.145564460754,20.2294149398804,10.0075001716614,3520.76197540358,7134.47963283082,0.716417,1.24566700557877,1.7387457382764,785.189901549872,1365.24559505751,0.270742,296.732048967871,0.794837433119274,871.138353583284,0.402880807143684,0.0156956488685445,0.0460788841694872,0.0116799606511557,1.16799606511557E-4,0.0105581808869776,0.0336211026032412,18.476165412387015,2.1113021631578577,0.02180543409042981
10,injection7,OCTANE,6212,5,0.35,0.284639050358679,303.147519493103,20.0577354431152,9.96250009536743,4550.51467985935,13085.1413765398,0.674783,1.09579236620688,1.62391815769941,736.321218819064,1195.72539713964,0.229108,250.001973673311,0.644962793747389,703.781497733384,0.737764410139343,0.0132237751295094,0.0372262991751297,0.0150048953994969,1.50048953994969E-4,0.0149866063475521,0.0460875797972029,18.478130088552124,2.774928730714033,0.03992635654169439
11,injection8,OCTANE,6908,5,0.4,0.333443667400396,303.150440597534,20.4869298934937,9.98250007629395,5355.53845912709,18788.6555608445,0.659783,1.01370921468208,1.53642821152117,721.202809005738,1108.07634198473,0.214108,234.039511522123,0.562879642222582,615.278628129356,1.05232375059553,0.012379326469062,0.0325446543513656,0.0175776561391097,1.75776561391097E-4,0.018880639116952,0.056324804805343,18.481065931791306,3.1979129345674058,0.05694064154521048
12,injection9,OCTANE,8213,5,0.5,0.389073997224413,303.150384330749,20.35817527771,10.0300002098083,6281.78673378754,26503.2319939046,0.654783,0.926864761205033,1.41552966586645,719.203578454088,1018.05400109907,0.209108,229.681011699108,0.47603518874554,522.869731217609,1.46967251722902,0.0121487894792251,0.0276567672818484,0.0205102378737558,2.05102378737558E-4,0.0239509214221966,0.0678673225194919,18.481009377375432,3.607114285482373,0.0795233900496908
13,injection10,OCTANE,9438,5,0.6,0.481157272138755,303.147700691223,20.3295602798462,9.98749971389771,7834.79773403916,39054.0841538764,0.656417,0.860884177913518,1.31148976628198,717.950323169568,941.584501535728,0.210742,230.497209861111,0.410054605454025,448.493619913693,2.15646592960754,0.0121920695445487,0.0237229136420739,0.0253644555448439,2.53644555448439E-4,0.0323243544686534,0.0841600633312929,18.478312189444235,4.087365337819358,0.1167025379536246
14,injection11,OCTANE,10631,5,0.7,0.559538645840096,303.151420021057,20.3295555114746,10.0125002861023,9175.63454948018,50889.4179982478,0.664783,0.814702346453289,1.22551621574753,728.929575700473,893.315015158896,0.219108,240.250279373238,0.363872773993796,398.983768773046,2.78325232282607,0.0127077988432056,0.0211038484055003,0.0294963703758394,2.94963703758394E-4,0.0402894298713328,0.0973876683564069,18.482050385512032,4.40042937678682,0.1505921834845686
15,injection12,OCTANE,11835,4,0.8,0.627213244635881,303.150444412231,20.3867845535278,9.96000003814697,10346.7802890663,60853.8505855198,0.674783,0.79133557260181,1.17272600614095,735.984934875205,863.108673256108,0.229108,249.887795720088,0.340506000142317,371.389448666252,3.32592441699901,0.0132176081927708,0.0196443375926144,0.0330638720059006,3.30638720059006E-4,0.0474622569892611,0.108048102176431,18.481069765994047,4.623851555571553,0.17996384728328077
