"ID","method_name","original_method_path","method_file","edit_date_timestamp","username","reason_for_change"
1,"MoS2raw_SE_100C","C:\SEA\data\MoS2raw_13mg_Sample3\MoS2raw_SE_100C.COL\MoS2raw_SE_100C.SEM","","Thu 09 Jan 2014 10-58-05","SEA User","Method edited during experiment"
