"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",5,858.192722397123,10,100,100,10,0
"injection2",5,1136.43084785846,10,100,100,10,0
"injection3",5,2212.00785553886,5,10,100,10,0
"injection4",5,3231.25532128959,5,10,100,10,0
"injection5",5,4199.17220101321,5,1,100,10,0
"injection6",5,5121.12084189786,5,1,100,10,0
"injection7",5,6002.73002471195,5,1,100,10,0
"injection8",5,6849.81410804257,5,1,100,10,0
"injection9",5,7668.2996109105,5,1,100,10,0
"injection10",5,9243.396324524379,5,1,100,10,0
"injection11",5,13094.2240596075,5,1,100,10,0
"injection12",5,17363.3595594286,5,1,100,10,0
"injection13",5,29199.0837629308,5,1,100,10,0
"injection14",4,310.213753888726,10,100,100,10,0
"injection15",4,412.426619139371,10,100,100,10,0
"injection16",4,815.458353112975,5,10,100,10,0
"injection17",4,1209.42854567834,5,10,100,10,0
"injection18",4,1594.67051577421,5,10,100,10,0
"injection19",4,1971.51743610428,5,10,100,10,0
"injection20",4,2340.30179620132,5,1,100,10,0
"injection21",4,2701.35597467878,5,1,100,10,0
"injection22",4,3055.0110247662,5,1,100,10,0
"injection23",4,3741.44466462732,5,1,100,10,0
"injection24",4,5351.00694276604,5,1,100,10,0
"injection25",4,6840.48504484382,5,1,100,10,0
"injection26",4,9612.323959400641,5,1,100,10,0
"injection27",3,120.04164009858,5,100,100,10,0
"injection28",3,159.869890492409,5,100,100,10,0
"injection29",3,318.258899399155,5,10,100,10,0
"injection30",3,475.177146398749,5,10,100,10,0
"injection31",3,630.635008976284,5,10,100,10,0
"injection32",3,784.643147130799,5,1,100,10,0
"injection33",3,937.212356744222,5,1,100,10,0
"injection34",3,1088.3538792227,5,1,100,10,0
"injection35",3,1238.07897195457,5,1,100,10,0
"injection36",3,1533.3268144596,5,1,100,10,0
"injection37",3,2247.500605923,5,1,100,10,0
"injection38",3,2928.75533104517,5,1,100,10,0
"injection39",3,4199.50245874277,5,1,100,10,0
"injection40",2,51.4259985789418,5,100,100,10,0
"injection41",2,68.51953093053299,5,100,100,10,0
"injection42",2,136.652223332241,5,100,100,10,0
"injection43",2,204.400232801144,5,10,100,10,0
"injection44",2,271.765711915071,5,10,100,10,0
"injection45",2,338.750822652797,5,1,100,10,0
"injection46",2,405.357674163355,5,1,100,10,0
"injection47",2,471.588459461815,5,1,100,10,0
"injection48",2,537.445269482777,5,1,100,10,0
"injection49",2,668.045631746144,5,1,100,10,0
"injection50",2,988.1515864622889,5,1,100,10,0
"injection51",2,1299.33375499948,5,1,100,10,0
"injection52",2,1895.97713364509,1,1,100,10,0
"injection53",9,52.9771866932778,1,100,100,10,0
"injection54",9,62.2983118460217,1,100,100,10,0
"injection55",9,124.226876536445,1,100,100,10,0
"injection56",9,185.787583708999,1,10,100,10,0
"injection57",9,246.98232206513,1,10,100,10,0
"injection58",9,307.812990635185,1,1,100,10,0
"injection59",9,368.281442262875,1,1,100,10,0
"injection60",9,428.389607704456,1,1,100,10,0
"injection61",9,488.139326816495,1,1,100,10,0
"injection62",9,606.571070346599,1,1,100,10,0
"injection63",9,896.509692231698,1,1,100,10,0
"injection64",9,1177.86348298282,1,1,100,10,0
"injection65",9,1715.75126344131,1,1,100,10,0
"injection66",8,59.8851845343126,1,100,100,10,0
"injection67",8,79.61476404004991,1,10,100,10,0
"injection68",8,99.2299223860785,1,1,100,10,0
"injection69",8,118.731615229062,1,1,100,10,0
"injection70",8,138.120808618693,1,1,100,10,0
"injection71",8,157.398424812579,1,1,100,10,0
"injection72",8,195.62263571875,1,1,100,10,0
"injection73",8,289.293505372339,1,1,100,10,0
"injection74",8,380.349207936327,1,1,100,10,0
"injection75",8,555.002904928117,1,1,100,10,0
