"ID","instrument_serial_number","computer_name","operating_system","user_name","sea_software_version","date_expt_start","time_expt_start","full_path_raw_data","sample_column_properties","activeColumnNumber","injectionLoopVolume","application_mode"
1,"","SEAUSER-PC","Microsoft Windows NT 6.1.7601 Service Pack 1","SEA User","1.3.3.2","19 February 2014","13:56:31","C:\SEA\data\MoS2-Size-Selection\washed-resonicated\02-size-750rpm.COL\001-Serial-Injection-30C.SEM\19 02 2014 13-56-31.accdb","<SampleColumnSettings><FileVersion>1.00</FileVersion><Column><ID>02-size-750rpm</ID><DiameterInMM>2.0</DiameterInMM></Column><Sample><Name>02-size-750rpm</Name><Description>02-size-750rpm</Description><Structure>PARTICULATE</Structure><Density>5.0600</Density><BET><Known>TRUE</Known><AverageDiameter>0.0000</AverageDiameter><AverageLength>0.000</AverageLength><Value>31.8617</Value></BET><ClassOfMaterial>INORGANIC</ClassOfMaterial><Porosity>UNKNOWN</Porosity><Mass>20.0000</Mass></Sample></SampleColumnSettings>",1,2000,"STANDARD"

The free trial of MDB ACCDB Viewer exports only half of the records in each table.
