"instrumentSettingsID","pressure","target_temp_column_oven","actual_temp_column_oven","target_temp_reservoir_drawer1","actual_temp_reservoir_drawer1","target_temp_reservoir_drawer2","actual_temp_reservoir_drawer2","target_temp_fid","actual_temp_fid","actual_temp_gas_inlet","actual_temp_injection_manifold","actual_temp_fid_flame","actual_temp_ambient","target_flow_channel0","actual_flow_channel0","target_flow_channel1","actual_flow_channel1","target_flow_channel2","actual_flow_channel2","target_flow_channel3","actual_flow_channel3","target_flow_channel4","actual_flow_channel4","target_flow_channel5","actual_flow_channel5","target_flow_channel6","actual_flow_channel6"
1,22.97626,120,119.0364,32,32.01655,32,32.02833,180,179.8961,52.12996,54.78526,228.6385,28.91516,0,0,10,10.005,10,9.99,0,0,0,0,0,0,0,0
2,23.69159,120,120.005,32,32.00044,32,32.0014,180,179.9845,53.21045,57.24654,228.0996,28.27075,0,0,10,10.005,10,9.995,0,0,0,0,0,0,0,0
3,19.48547,30,30.96174,32,31.98159,32,32.01053,180,179.8801,52.33028,55.05372,215.3477,31.07616,0,0,10,9.99,10,9.99,0,0,0,0,0,0,0,0
4,23.14794,30,27.91903,32,31.95846,32,31.98,180,179.972,51.74686,54.07075,214.8559,30.72953,0,0,10,10,10,10.035,0,0,0,0,0,0,0,0
5,18.11205,30,29.00425,32,31.8584,32,31.91481,180,179.8613,48.42399,49.96732,214.5155,28.18807,0,0,10,9.995,10,9.98,0,0,0,0,0,0,0,0
6,22.63291,30,29.36508,32,31.87349,32,31.921,180,179.9665,47.49471,48.78814,214.599,27.58059,0,0,10,9.99,10,9.965,0,0,0,0,0,0,0,0
7,17.59701,30,30.00899,32,31.97523,32,31.98244,180,180.2369,49.24299,48.72461,226.1645,26.96831,2,2,10,9.995,10,9.995,0,0,0,0,0,0,0,0
8,23.9205,30,29.99613,32,31.997,32,31.99993,180,179.9914,51.22791,53.64196,228.7859,26.5483,2,2.01,10,10.015,10,10.03,0,0,0,0,0,0,0,0
9,19.39964,30,29.99727,32,31.99909,32,31.99897,180,179.9907,51.2296,53.67161,228.6699,26.53516,2,1.99,10,10,10,9.995,0,0,0,0,0,0,0,0
10,23.7202,30,30.00033,32,31.99719,32,31.99974,180,180.0169,51.24437,53.86571,228.665,26.4139,2,2.015,10,10.01,10,10.01,0,0,0,0,0,0,0,0
11,19.71438,30,30.00236,32,31.99649,32,32.0002,180,180.0185,51.24123,53.85674,228.732,26.44225,2,2.005,10,10.005,10,9.995,0,0,0,0,0,0,0,0
12,23.89188,30,30.00244,32,32.02273,32,32.01258,180,180.0608,51.36291,53.84829,228.5569,27.01075,2,1.99,10,10.005,10,10,0,0,0,0,0,0,0,0
