Scale: Della Volpe
Method: Schultz
Parameter: Peak Com
Regression: Polynomial
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	98.9214464409219	1.34384048607882	3.02007765636478	4.02914513301521	102.950591573937
0.0075	98.5834459981787	1.28050818488763	2.43872179927407	3.53429100365793	102.117737001837
0.01	98.7975500238263	1.21564447796981	1.65957659407256	2.84074294673225	101.638292970559
0.015	97.3437966858892	1.09710165577408	1.81828116872555	2.82477558816386	100.168572274053
0.02	94.8235521773305	0.996612783689046	2.16028926006781	2.93460177404003	97.7581539513705
0.025	92.3261737358689	0.93757779340238	2.19808127667326	2.87114764030163	95.1973213761706
0.03	89.5922115935113	0.892394826600802	2.30718147410486	2.86978522647281	92.4619968199841
0.035	84.7892084415901	0.814338896594796	1.62174416579093	2.29839017969468	87.0875986212848
0.04	81.8297145886168	0.789828888202205	1.45176938453828	2.14163432818572	83.9713489168025
0.045	77.5198942168765	0.736543367746163	1.84822264818779	2.33349191868407	79.8533861355606
0.05	68.4281198252481	0.601731708352229	1.01056275925184	1.55959950695267	69.9877193322008
0.055	57.378179386625	0.472793968804758	0.54151435863161	1.01197771276289	58.3901570993878
0.06	55.5552991771463	0.461951575527687	0.808135011707509	1.22199712257823	56.7772962997246
0.065	48.1078844429627	0.376351071852144	0.74475785262291	1.05884921703694	49.1667336599997
0.07	43.2417830933597	0.326174578685957	0.436099321263252	0.754306336651822	43.9960894300115
0.075	41.9323483472085	0.313537194321805	0.410788947807645	0.717767689866339	42.6501160370748
0.08	37.7959322121405	0.324043112198417	0.273071212274104	0.59493477113746	38.3908669832779
0.085	37.024997659101	0.287509388518855	0.25354307066019	0.539985233904425	37.5649828930054
0.09	37.0183291056025	0.268348225667519	0.353988125544125	0.616415721399566	37.6347448270021
0.095	37.41675420794	0.286991637329729	0.428721403777402	0.701539614357954	38.1182938222979
0.1	37.5352008369906	0.294444833960467	0.446206587898035	0.724936479108904	38.2601373160996
0.12	38.2681932360152	0.32285671440561	0.644206957002171	0.912110829965212	39.1803040659804
0.14	37.1966297394619	0.30065655143369	0.813697877469519	0.989229190327296	38.1858589297892
0.16	37.8339804554538	0.322307676051606	0.77521392701196	0.999714757834582	38.8336952132883
0.18	39.9676570873643	0.367432366687784	1.34601523996043	1.40651280152935	41.3741698888937
0.2	40.5509835045158	0.362013776910532	1.51992797082457	1.48355635599078	42.0345398605066
