Scale: Della Volpe
Method: DnG, Pol
Parameter: Peak Com
Regression: Polynomial
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	102.946854400566	0.878155151709335	3.54113473582819	3.52684885480759	106.473703255374
0.0075	102.623671484244	0.828167341660848	2.91077043545028	3.10522463838727	105.728896122631
0.01	102.874282181781	0.776094767168377	2.05518255918674	2.52587919723849	105.40016137902
0.015	101.392570506466	0.685073167483844	2.23069791166801	2.47240068277453	103.86497118924
0.02	98.769962971845	0.610662826597693	2.60201170066509	2.52107264470377	101.291035616549
0.025	96.1706663560392	0.568987890797712	2.63739344682567	2.45001627301783	98.6206826290571
0.03	93.3281775817592	0.538636547312779	2.75018067019574	2.43421266177019	95.7623902435294
0.035	88.3512872053526	0.486633458661329	1.98773028133648	1.96702421102805	90.3183114163806
0.04	85.3154541936275	0.473191189289419	1.79631610630764	1.84390992695788	87.1593641205854
0.045	80.74175450484	0.438373765007143	2.21671521414083	1.9715474068574	82.7133019116974
0.05	71.3083482980871	0.350187823287142	1.27233911106535	1.33500211803139	72.6433504161185
0.055	59.944502289739	0.271009641847843	0.728461136970956	0.88863939104807	60.8331416807871
0.06	58.0050035340261	0.265220100761767	1.02711931061042	1.0438633762221	59.0488669102482
0.065	50.2594855208121	0.212109431357929	0.942303049037256	0.894139505665945	51.1536250264781
0.07	45.2218400256819	0.182014321235474	0.584212914277921	0.652181315430897	45.8740213411128
0.075	43.7724937693823	0.173711415874986	0.547715116038039	0.616909615107757	44.3894033844901
0.08	39.5140834947078	0.188374930063256	0.383436906270811	0.537512419958592	40.0515959146664
0.085	38.6863486407348	0.161691947266209	0.357939624964758	0.481148438485623	39.1674970792205
0.09	38.7271909377619	0.147838592339933	0.478508187937508	0.531947279071199	39.2591382168331
0.095	39.1847128453548	0.161557704054213	0.568194324097333	0.60595765679724	39.790670502152
0.1	39.3104899635895	0.167004270045051	0.588644942956393	0.627076451524511	39.937566415114
0.12	40.0099833696381	0.186755612078807	0.809902125193031	0.777827145616174	40.7878105152543
0.14	38.8273449400417	0.170953690012967	0.990706402772325	0.823079377152415	39.6504243171941
0.16	39.4749933078256	0.186198672676858	0.948256530066295	0.840390640727293	40.3153839485529
0.18	41.7161551238301	0.217453132865141	1.57924992988483	1.17202874509205	42.8881838689221
0.2	42.2658555672168	0.211744766708332	1.76261321525718	1.22184143662204	43.4876970038389
