Scale: Della Volpe
Method: DnG, Pol
Parameter: Peak Max
Regression: Polynomial
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	93.4830527030013	0.613946518935354	0.262075562353222	0.802247790161583	94.2853004931629
0.0075	93.1500040366392	0.572108546968914	1.61660289226288	1.92340565842805	95.0734096950673
0.01	91.9005666488093	0.526322079122002	1.51866455339987	1.78807906450951	93.6886457133188
0.015	86.8095493143541	0.464717327018085	1.73379425739977	1.79524286145148	88.6047921758056
0.02	77.6265797911444	0.415133642069209	2.07422329003582	1.85588778632475	79.4824675774692
0.025	66.4495140889006	0.341341347543604	1.93023673501769	1.62341566853238	68.072929757433
0.03	54.2736324303081	0.268029038643018	1.75766608111535	1.3727425832643	55.6463750135724
0.035	46.1362858997366	0.229240535259397	0.694944943125758	0.798272010627856	46.9345579103645
0.04	42.2954665022223	0.237144367860939	0.62070648006746	0.767325343886897	43.0627918461092
0.045	39.5934385634896	0.221184091063467	1.11111957997759	0.991487719258621	40.5849262827482
0.05	35.553260991632	0.174609995430956	0.465920117029395	0.570453537128813	36.1237145287608
0.055	35.1691300821728	0.187127589464197	0.544713379449859	0.63853238491199	35.8076624670848
0.06	35.4525338161232	0.177590530640427	1.01899808825341	0.850798239806601	36.3033320559298
0.065	35.9630481564592	0.188432187009792	1.10045900052202	0.910740130186375	36.8737882866456
0.07	38.4311256661724	0.221042828368453	1.41166348617078	1.1172073929001	39.5483330590725
0.075	39.3859658862556	0.222719941298433	1.52153058798243	1.16425977039356	40.5502256566492
0.08	41.2113410146276	0.237872659590779	1.27780474271802	1.10264194113601	42.3139829557636
0.085	43.2196753587834	0.251881522144494	1.33997500017317	1.1619207247987	44.3815960835821
0.09	44.8846008948277	0.259470662923381	2.06786623492641	1.46499231781362	46.3495932126414
0.095	46.5225528177098	0.289726019768632	2.4011976073875	1.6681599749021	48.1907127926118
0.1	48.1630576867615	0.321697592503061	2.61880053013864	1.83571438496444	49.9987720717259
0.12	50.2643351285343	0.274051109098533	2.9821317601676	1.80804481841783	52.0723799469521
0.14	55.8074528181484	0.305173637613774	4.06075454405053	2.22641886056022	58.0338716787087
0.16	55.3736758329915	0.282867312989166	2.50627346072373	1.6839748685191	57.0576507015106
0.18	59.1929430309847	0.321807953814826	3.6991211505659	2.1821151283805	61.3750581593652
0.2	63.204889522146	0.328259835466054	4.37067774814411	2.39559425486114	65.6004837770071
