Scale: Della Volpe
Method: Schultz
Parameter: Peak Max
Regression: Polynomial
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	89.6738707878872	0.987773611456299	0.137282860053462	0.73649001749123	90.4103608053784
0.0075	89.3902897106548	0.934406966811326	1.99265721193437	2.72906781249445	92.1193575231492
0.01	88.2093414181849	0.873288645044881	1.19604819064508	2.04401106045621	90.2533524786411
0.015	83.3306183410003	0.783094393188342	1.39754197574375	2.09227845704178	85.4228967980421
0.02	74.4943396974028	0.699367686719421	1.72226083545988	2.1949884522913	76.6893281496941
0.025	63.7908527925553	0.580808750823761	1.61748005724397	1.93850104104199	65.7293538335972
0.03	52.101974111129	0.460313165965285	1.48735187971492	1.65486875933531	53.7568428704643
0.035	44.2741784964007	0.392868700295934	0.540331388066762	0.921475534474761	45.1956540308754
0.04	40.601214429554	0.395449830171041	0.481627001564552	0.872832895746923	41.474047325301
0.045	38.0134897348585	0.369239678488591	0.92841471651622	1.17099539099097	39.1844851258495
0.05	34.1205290169531	0.300100522054468	0.355390538698404	0.653155069479245	34.7736840864324
0.055	33.7460650210908	0.31555512648903	0.424854749035156	0.732298010570161	34.4783630316609
0.06	34.0241073565392	0.303801558847127	0.852187264594467	1.01763612241993	35.0417434789592
0.065	34.5342921587021	0.319312995875054	0.927374249555289	1.08834305239273	35.6226352110948
0.07	36.9120807518663	0.366833889903671	1.20897656399301	1.33190626662979	38.2439870184961
0.075	37.8411812919602	0.371228922460178	1.30946705864635	1.39443471726486	39.2356160092251
0.08	39.5822427578731	0.394449718312603	1.07878437726075	1.30464737570048	40.8868901335736
0.085	41.4890770979472	0.416409391679185	1.12935320904433	1.37152948603971	42.8606065839869
0.09	43.0939609598981	0.429841969895801	1.79988366199306	1.75916518707524	44.8531261469733
0.095	44.6722147727602	0.472268394107214	2.10727468925086	1.99519345772312	46.6674082304833
0.1	46.24695682959	0.51658113335006	2.30614868909612	2.18294562780389	48.4299024573939
0.12	48.2114626378697	0.459244343372613	2.63431282926514	2.19981205152979	50.4112746893995
0.14	53.5201550233116	0.510907797817587	3.6305573205819	2.72387961959336	56.2440346429049
0.16	53.0634024274438	0.480387716422481	2.16780610137056	2.04096783187205	55.1043702593158
0.18	56.714489252225	0.538592427808305	3.27044759703968	2.65438377881529	59.3688730310403
0.2	60.531389799616	0.554726536713285	3.88474562600279	2.9359642280686	63.4673540276846
