"instrumentSettingsID","pressure","target_temp_column_oven","actual_temp_column_oven","target_temp_reservoir_drawer1","actual_temp_reservoir_drawer1","target_temp_reservoir_drawer2","actual_temp_reservoir_drawer2","target_temp_fid","actual_temp_fid","actual_temp_gas_inlet","actual_temp_injection_manifold","actual_temp_fid_flame","actual_temp_ambient","target_flow_channel0","actual_flow_channel0","target_flow_channel1","actual_flow_channel1","target_flow_channel2","actual_flow_channel2","target_flow_channel3","actual_flow_channel3","target_flow_channel4","actual_flow_channel4","target_flow_channel5","actual_flow_channel5","target_flow_channel6","actual_flow_channel6"
1,101.6907,120,119.0347,32,32.01748,32,32.02439,180,179.994,52.15578,55.15817,229.0768,29.03197,0,0,10,9.99,10,9.975,0,0,0,0,0,0,0,0
2,103.3789,120,120.0279,32,32.00113,32,32.00082,180,180.0088,53.0864,57.05783,228.5085,28.43277,0,0,10,9.98,10,10,0,0,0,0,0,0,0,0
3,82.46275,50,49.02024,32,31.81127,32,31.92606,180,180.1099,51.80437,53.32787,220.6,28.86668,0,0,10,10.01,10,10.02,0,0,0,0,0,0,0,0
4,85.92493,50,50.00504,32,31.81503,32,31.89906,180,180.347,52.06767,53.55819,223.9038,28.54893,0,0,10,10.005,10,10.015,0,0,0,0,0,0,0,0
5,85.181,50,50.00814,32,31.81773,32,31.89739,180,180.3412,52.06168,53.54045,223.6012,28.53388,0,0,10,9.97,10,9.97,0,0,0,0,0,0,0,0
6,85.86771,50,50.0039,32,31.90205,32,31.92939,180,180.1533,52.28278,53.96286,225.5336,28.47792,0,0,10,9.985,10,10,0,0,0,0,0,0,0,0
7,81.86189,50,49.9776,32,31.98052,32,31.9843,180,180.0001,52.18707,55.02243,228.7248,27.65532,2,2.05,10,10.01,10,10.01,0,0,0,0,0,0,0,0
8,86.66888,50,49.99604,32,31.99556,32,31.99834,180,179.9491,52.07108,55.07056,228.8258,27.64753,2,1.995,10,9.99,10,9.98,0,0,0,0,0,0,0,0
9,84.12231,50,49.99418,32,31.99737,32,31.99943,180,179.9553,52.05502,55.06255,228.6808,27.59756,2,2,10,10.03,10,10.04,0,0,0,0,0,0,0,0
10,87.12668,50,49.99671,32,31.99835,32,32.00411,180,179.9615,52.07381,55.00245,228.6871,28.13191,2,1.99,10,9.99,10,9.98,0,0,0,0,0,0,0,0
11,83.60728,50,49.99116,32,31.9976,32,31.99989,180,179.9626,52.05103,54.96634,228.7352,28.13268,2,2.045,10,10.03,10,10.01,0,0,0,0,0,0,0,0
12,87.1553,50,50.00579,32,32.00197,32,32.00117,180,180.0056,52.16313,55.06135,228.5292,28.01544,2,1.99,10,9.995,10,9.985,0,0,0,0,0,0,0,0
13,84.03647,50,49.9996,32,31.99672,32,32.00055,180,180.0045,52.15099,55.03404,228.5895,28.01904,2,2.09,10,10.03,10,10.005,0,0,0,0,0,0,0,0
14,87.24113,50,50.00184,32,32.00011,32,32.00001,180,180.0185,52.27229,55.1647,228.4444,28.2593,2,1.955,10,9.955,10,9.99,0,0,0,0,0,0,0,0
15,84.20815,50,49.99743,32,32.00039,32,32.0062,180,180.0234,52.27238,55.152,228.5165,28.20057,2,2.06,10,10.015,10,10.03,0,0,0,0,0,0,0,0
16,87.04084,50,49.99614,32,32.0023,32,31.98964,180,180.0032,52.30785,55.17493,228.459,28.15931,2,1.995,10,10.03,10,10.015,0,0,0,0,0,0,0,0
17,83.97925,50,49.99664,32,32.00151,32,31.9913,180,180.005,52.29233,55.14356,228.4666,28.13425,2,1.975,10,9.98,10,9.975,0,0,0,0,0,0,0,0
18,86.955,50,49.9981,32,31.99928,32,31.99947,180,180.0033,52.28404,55.20177,228.609,28.07539,2,2.12,10,10.06,10,10.02,0,0,0,0,0,0,0,0
19,83.92202,50,49.99721,32,31.99825,32,32.00365,180,180.0081,52.28105,55.19708,228.5578,28.09939,2,1.94,10,9.95,10,10,0,0,0,0,0,0,0,0
20,87.06946,50,50.00412,32,32.00545,32,32.00922,180,179.9936,52.34657,55.24203,228.6389,28.44417,2,2.045,10,10.045,10,10.03,0,0,0,0,0,0,0,0
21,83.26392,50,50.00227,32,32.0035,32,32.0062,180,180.0182,52.32439,55.19582,228.6381,28.39238,2,1.995,10,9.96,10,9.96,0,0,0,0,0,0,0,0
22,87.21252,50,49.99892,32,32.0016,32,32.0043,180,180.0019,52.44784,55.29259,228.5058,28.37227,2,1.965,10,9.96,10,9.97,0,0,0,0,0,0,0,0
23,84.69457,50,50.00237,32,32.00415,32,32.00171,180,180.0004,52.46073,55.31297,228.1992,28.40991,2,2.01,10,10.005,10,10,0,0,0,0,0,0,0,0
24,87.35558,50,50.00401,32,32.00578,32,32.00303,180,179.9923,52.52214,55.37407,228.5715,28.52016,2,2.015,10,9.98,10,10.005,0,0,0,0,0,0,0,0
25,84.55151,50,50.0008,32,32.00531,32,32.00465,180,179.9863,52.52333,55.36915,228.2,28.53368,2,2.02,10,10,10,10,0,0,0,0,0,0,0,0
26,87.32697,50,50.00793,32,31.999,32,32.00063,180,180.0156,52.5669,55.43711,228.5309,28.55565,2,1.975,10,10.005,10,10.015,0,0,0,0,0,0,0,0
27,85.15237,50,50.0039,32,31.99816,32,32.00152,180,180.0262,52.5636,55.42631,228.1728,28.56448,2,1.985,10,10.045,10,10.03,0,0,0,0,0,0,0,0
