"injection_table_name","solventReservoir_ID","target_surface_coverage","stage_time","FIDGain","target_Temperature_Column_Oven","flow_Rate","target_column_rh"
"injection1",5,576.082987233351,30,500,50,10,0
"injection2",5,858.192722397123,30,500,50,10,0
"injection3",5,1136.43084785846,30,100,50,10,0
"injection4",5,2212.00785553886,30,100,50,10,0
"injection5",5,3231.25532128959,30,10,50,10,0
"injection6",5,4199.17220101321,30,10,50,10,0
"injection7",5,5121.12084189786,20,1,50,10,0
"injection8",5,6002.73002471195,20,1,50,10,0
"injection9",5,7668.2996109105,20,1,50,10,0
"injection10",5,9243.396324524379,15,1,50,10,0
"injection11",5,13094.2240596075,15,1,50,10,0
"injection12",5,17363.3595594286,10,1,50,10,0
"injection13",4,207.408499930577,15,500,50,10,0
"injection14",4,310.213753888726,15,100,50,10,0
"injection15",4,412.426619139371,15,100,50,10,0
"injection16",4,815.458353112975,15,10,50,10,0
"injection17",4,1209.42854567834,15,10,50,10,0
"injection18",4,1594.67051577421,15,10,50,10,0
"injection19",4,1971.51743610428,10,1,50,10,0
"injection20",4,2340.30179620132,10,1,50,10,0
"injection21",4,3055.0110247662,10,1,50,10,0
"injection22",4,3741.44466462732,5,1,50,10,0
"injection23",4,5351.00694276604,5,1,50,10,0
"injection24",4,6840.48504484382,5,1,50,10,0
"injection25",3,80.1206777491939,5,500,50,10,0
"injection26",3,120.04164009858,5,100,50,10,0
"injection27",3,159.869890492409,5,100,50,10,0
"injection28",3,318.258899399155,5,10,50,10,0
"injection29",3,475.177146398749,5,10,50,10,0
"injection30",3,630.635008976284,5,10,50,10,0
"injection31",3,784.643147130799,3,1,50,10,0
"injection32",3,937.212356744222,3,1,50,10,0
"injection33",3,1238.07897195457,3,1,50,10,0
"injection34",3,1533.3268144596,2,1,50,10,0
"injection35",3,2247.500605923,2,1,50,10,0
"injection36",3,2928.75533104517,2,1,50,10,0
"injection37",2,51.4259985789418,3,100,50,10,0
"injection38",2,68.51953093053299,3,100,50,10,0
"injection39",2,136.652223332241,3,10,50,10,0
"injection40",2,204.400232801144,3,10,50,10,0
"injection41",2,271.765711915071,3,10,50,10,0
"injection42",2,338.750822652797,2,1,50,10,0
"injection43",2,405.357674163355,2,1,50,10,0
"injection44",2,537.445269482777,2,1,50,10,0
"injection45",2,668.045631746144,2,1,50,10,0
"injection46",2,988.1515864622889,2,1,50,10,0
"injection47",2,1299.33375499948,2,1,50,10,0
"injection48",1,52.6129095718413,2,10,50,10,0
"injection49",1,78.68210394147989,2,10,50,10,0
"injection50",1,104.594650222629,2,10,50,10,0
"injection51",1,130.35169005634,2,1,50,10,0
"injection52",1,155.954340147148,2,1,50,10,0
"injection53",1,206.701004680936,2,1,50,10,0
"injection54",1,256.84358620764,2,1,50,10,0
"injection55",1,379.614924735298,2,1,50,10,0
"injection56",1,498.801351156892,2,1,50,10,0
"injection57",8,59.8851845343126,2,10,50,10,0
"injection58",8,79.61476404004991,2,10,50,10,0
"injection59",8,99.2299223860785,2,1,50,10,0
"injection60",8,118.731615229062,2,1,50,10,0
"injection61",8,157.398424812579,2,1,50,10,0
"injection62",8,195.62263571875,2,1,50,10,0
"injection63",8,289.293505372339,2,1,50,10,0
"injection64",8,380.349207936327,2,1,50,10,0
"injection65",9,62.2983118460217,2,10,50,10,0
"injection66",9,124.226876536445,2,10,50,10,0
"injection67",9,185.787583708999,2,10,50,10,0
"injection68",9,246.98232206513,2,10,50,10,0
"injection69",9,307.812990635185,2,1,50,10,0
"injection70",9,368.281442262875,2,1,50,10,0
"injection71",9,488.139326816495,2,1,50,10,0
"injection72",9,606.571070346599,2,1,50,10,0
"injection73",9,896.509692231698,2,1,50,10,0
"injection74",9,1177.86348298282,2,1,50,10,0
