"sea_time","fid_signal","actual_column_temperature","actual_column_pressure"
0,1167.95300292969,0,0
0.00166666666666667,1167.95300292969,0,0
0.00333333333333333,1169.07055664063,0,0
0.005,1169.36865234375,0,0
0.00666666666666667,1172.12536621094,0,0
0.00833333333333333,1172.12536621094,0,0
0.01,1169.89013671875,0,0
0.0116666666666667,1170.33715820313,0,0
0.0133333333333333,1170.33715820313,0,0
0.015,1170.70971679688,0,0
0.0166666666666667,1170.63525390625,0,0
0.0183333333333333,1169.81567382813,0,0
0.02,1169.81567382813,0,0
0.0216666666666667,1171.82727050781,0,0
0.0233333333333333,1173.83898925781,0,0
0.025,1171.30578613281,0,0
0.02665,1171.30578613281,0,0
0.0283166666666667,1169.96472167969,0,0
0.0299833333333333,1170.03918457031,0,0
0.03165,1171.97631835938,0,0
0.0333666666666667,1171.97631835938,0,0
0.0349833333333333,1173.01940917969,0,0
0.03665,1174.80749511719,0,0
0.0383166666666667,1174.80749511719,0,0
0.0399833333333333,1174.80749511719,0,0
0.04165,1173.09387207031,0,0
0.0433166666666667,1171.90185546875,0,0
0.0449833333333333,1171.90185546875,0,0
0.0466666666666667,1172.94494628906,0,0
0.0483,1171.45483398438,0,0
0.0499666666666667,1170.70971679688,0,0
0.0516333333333333,1170.70971679688,0,0
0.0533,1170.85876464844,0,0
0.0549666666666667,1169.29406738281,0,0
0.0566333333333333,1170.48620605469,0,0
0.0583,1170.48620605469,0,0
0.0599666666666667,1168.17651367188,0,0
0.0616333333333333,1166.09033203125,0,0
0.0633,1167.13342285156,0,0
0.0649666666666667,1167.13342285156,0,0
0.0667666666666667,1166.16491699219,0,0
0.0683,1170.11364746094,0,0
0.0699666666666667,1170.11364746094,0,0
0.0716333333333333,1173.09387207031,0,0
0.0733,1171.0078125,0,0
0.0749666666666667,1172.72143554688,0,0
0.0766333333333333,1172.72143554688,0,0
0.07829999999999999,1171.30578613281,0,0
0.0799666666666667,1170.7841796875,0,0
0.08163333333333329,1172.27429199219,0,0
0.0833,1172.27429199219,0,0
0.0849666666666667,1169.29406738281,0,0
0.0866333333333333,1169.89013671875,0,0
0.0883,1170.41174316406,0,0
0.08996666666666669,1170.41174316406,0,0
0.0916333333333333,1171.15673828125,0,0
0.09329999999999999,1173.98803710938,0,0
0.0949666666666667,1174.28601074219,0,0
0.09663333333333329,1174.28601074219,0,0
0.0983,1172.27429199219,0,0
0.0999666666666667,1173.16845703125,0,0
0.101633333333333,1173.16845703125,0,0
0.1033,1170.33715820313,0,0
0.104966666666667,1167.05895996094,0,0
0.106633333333333,1166.61193847656,0,0
0.108283333333333,1166.61193847656,0,0
0.10995,1163.78063964844,0,0
0.111616666666667,1164.22778320313,0,0
0.113283333333333,1165.12182617188,0,0
0.11495,1165.12182617188,0,0
0.116616666666667,1165.64331054688,0,0
0.118283333333333,1168.32556152344,0,0
0.11995,1166.90991210938,0,0
0.12165,1166.90991210938,0,0
0.123283333333333,1166.61193847656,0,0
0.12495,1166.68640136719,0,0
0.126616666666667,1166.68640136719,0,0
0.128283333333333,1165.04724121094,0,0
0.12995,1164.45129394531,0,0
0.131616666666667,1164.6748046875,0,0
0.133283333333333,1164.6748046875,0,0
0.134966666666667,1162.21606445313,0,0
0.136616666666667,1161.61999511719,0,0
0.138283333333333,1166.98449707031,0,0
0.13995,1166.98449707031,0,0
0.141616666666667,1166.83544921875,0,0
0.143283333333333,1169.36865234375,0,0
0.14495,1169.59216308594,0,0
0.146616666666667,1169.59216308594,0,0
0.148283333333333,1164.74926757813,0,0
0.14995,1163.25915527344,0,0
0.151666666666667,1163.03564453125,0,0
0.153283333333333,1163.03564453125,0,0
0.15495,1162.58862304688,0,0
0.156616666666667,1162.36511230469,0,0
0.158283333333333,1162.36511230469,0,0
0.15995,1163.70617675781,0,0
0.161616666666667,1163.48266601563,0,0
0.163283333333333,1166.61193847656,0,0
0.16495,1166.61193847656,0,0
0.166616666666667,1169.36865234375,0,0
0.168266666666667,1169.36865234375,0,0
0.169933333333333,1169.29406738281,0,0
0.1716,1169.29406738281,0,0
0.173266666666667,1162.43957519531,0,0
0.174933333333333,1160.1298828125,0,0
0.1766,1161.61999511719,0,0
0.178266666666667,1161.61999511719,0,0
0.179933333333333,1162.36511230469,0,0
0.1816,1165.49426269531,0,0
0.183266666666667,1165.49426269531,0,0
0.184933333333333,1167.95300292969,0,0
0.1866,1169.96472167969,0,0
0.188266666666667,1171.23132324219,0,0
0.189933333333333,1171.23132324219,0,0
0.1916,1175.62707519531,0,0
0.193266666666667,1175.77612304688,0,0
0.194933333333333,1173.46643066406,0,0
0.1966,1173.46643066406,0,0
0.198266666666667,1171.15673828125,0,0
0.199933333333333,1168.77258300781,0,0
0.2017,1166.16491699219,0,0
0.203266666666667,1166.16491699219,0,0
0.204933333333333,1166.16491699219,0,0
0.2066,1166.16491699219,0,0
0.208266666666667,1166.16491699219,0,0
0.209933333333333,1165.41979980469,0,0
0.2116,1166.09033203125,0,0
0.213266666666667,1167.58044433594,0,0
0.214933333333333,1167.58044433594,0,0
0.2166,1167.95300292969,0,0
0.218266666666667,1166.53735351563,0,0
0.219933333333333,1169.7412109375,0,0
0.2216,1169.7412109375,0,0
0.223266666666667,1167.50598144531,0,0
0.224933333333333,1168.02746582031,0,0
0.2266,1171.97631835938,0,0
0.22825,1171.97631835938,0,0
0.229916666666667,1171.0078125,0,0
0.231583333333333,1171.90185546875,0,0
0.23325,1172.27429199219,0,0
0.234916666666667,1172.27429199219,0,0
0.236583333333333,1171.23132324219,0,0
0.23825,1171.75280761719,0,0
0.239916666666667,1171.75280761719,0,0
0.241583333333333,1173.83898925781,0,0
0.24325,1174.0625,0,0
0.244916666666667,1173.54089355469,0,0
0.246583333333333,1173.54089355469,0,0
0.24825,1172.42333984375,0,0
0.249916666666667,1172.64685058594,0,0
0.251583333333333,1174.73303222656,0,0
0.25325,1174.73303222656,0,0
0.254916666666667,1174.65856933594,0,0
0.256583333333333,1176.44665527344,0,0
0.25825,1177.41528320313,0,0
0.259916666666667,1177.41528320313,0,0
0.2616,1176.89367675781,0,0
0.26325,1176.96826171875,0,0
0.264916666666667,1176.96826171875,0,0
0.266583333333333,1177.63879394531,0,0
0.26825,1175.47814941406,0,0
0.269916666666667,1174.28601074219,0,0
0.271583333333333,1174.28601074219,0,0
0.27325,1173.3173828125,0,0
0.274916666666667,1170.63525390625,0,0
0.276583333333333,1168.54907226563,0,0
