"ID","method_name","original_method_path","method_file","edit_date_timestamp","username","reason_for_change"
1,"SE_30C","C:\SEA\data\MoS2raw\MoS2raw_13mg_Sample1\MoS2raw_SE_100C.COL\SE_30C.SEM","","Sun 19 Jan 2014 18-59-04","SEA User","Method edited during experiment"
