"instrumentSettingsID","pressure","target_temp_column_oven","actual_temp_column_oven","target_temp_reservoir_drawer1","actual_temp_reservoir_drawer1","target_temp_reservoir_drawer2","actual_temp_reservoir_drawer2","target_temp_fid","actual_temp_fid","actual_temp_gas_inlet","actual_temp_injection_manifold","actual_temp_fid_flame","actual_temp_ambient","target_flow_channel0","actual_flow_channel0","target_flow_channel1","actual_flow_channel1","target_flow_channel2","actual_flow_channel2","target_flow_channel3","actual_flow_channel3","target_flow_channel4","actual_flow_channel4","target_flow_channel5","actual_flow_channel5","target_flow_channel6","actual_flow_channel6"
1,104.0656,120,119.0395,32,32.01952,32,32.03062,180,180.0252,52.1341,55.1478,228.4898,28.61995,0,0,10,9.955,10,9.975,0,0,0,0,0,0,0,0
2,104.8381,120,120.0284,32,32.0029,32,32.00105,180,180.0573,53.45189,57.46463,227.5296,28.61781,0,0,10,10.03,10,10.02,0,0,0,0,0,0,0,0
3,80.374,30,30.97168,32,31.9723,32,32.01305,180,179.8373,52.72023,55.68244,214.2309,31.04025,0,0,10,9.995,10,10.01,0,0,0,0,0,0,0,0
4,82.86333,30,28.00586,32,31.973,32,31.98298,180,179.9781,52.09687,54.71608,213.8587,30.70819,0,0,10,10.03,10,9.995,0,0,0,0,0,0,0,0
5,77.82744,30,29.0045,32,31.87915,32,31.9249,180,179.8837,48.89671,50.63786,213.3964,28.32336,0,0,10,9.985,10,9.995,0,0,0,0,0,0,0,0
6,80.97488,30,29.36145,32,31.88366,32,31.92432,180,179.9617,48.01202,49.49084,213.4451,27.71609,0,0,10,10.015,10,10.04,0,0,0,0,0,0,0,0
7,77.25519,30,30.00553,32,31.97077,32,31.98999,180,180.5613,49.18206,48.66237,224.4657,27.31337,2,1.98,10,9.98,10,9.98,0,0,0,0,0,0,0,0
8,83.63589,30,30.0004,32,31.99756,32,31.99498,180,180.0109,51.47577,53.75482,228.1532,26.71535,2,2.04,10,10.015,10,10.025,0,0,0,0,0,0,0,0
9,79.68729,30,30.00372,32,32.00048,32,31.99606,180,180.0258,51.47736,53.78833,228.0717,26.74651,2,1.975,10,9.99,10,9.985,0,0,0,0,0,0,0,0
10,83.52144,30,29.99895,32,32.00039,32,32.00005,180,180.0094,51.37347,53.84393,228.2902,26.48951,2,2.02,10,10.05,10,10.05,0,0,0,0,0,0,0,0
11,79.77313,30,30.00607,32,32.00072,32,31.99931,180,180.0249,51.3761,53.84414,228.2832,26.47548,2,2.055,10,10.04,10,10.025,0,0,0,0,0,0,0,0
12,83.17808,30,30.00236,32,31.99654,32,31.99587,180,180.0214,51.26302,53.6581,228.4129,26.51173,2,1.98,10,9.975,10,9.96,0,0,0,0,0,0,0,0
13,79.45839,30,30.00033,32,32.00197,32,31.99695,180,180.0275,51.25439,53.64654,228.3862,26.48754,2,1.98,10,10.005,10,10.02,0,0,0,0,0,0,0,0
14,83.2067,30,30.00293,32,31.99775,32,32.0002,180,180.0277,51.22158,53.61742,228.4359,26.37366,2,1.91,10,9.94,10,9.995,0,0,0,0,0,0,0,0
15,79.14365,30,30.00076,32,31.99853,32,31.99591,180,179.9809,51.21247,53.61024,228.4292,26.36884,2,1.975,10,9.975,10,9.955,0,0,0,0,0,0,0,0
